Re_p,phi,f,regime_true,cluster
8.153564293390513,0.3409090909090909,244.09930064875175,viscous,0
13.445050794892696,0.3409090909090909,139.9524242141304,viscous,0
20.69562907084811,0.3409090909090909,110.12104426816336,viscous,0
32.9558233422808,0.3409090909090909,78.16568941511684,viscous,0
54.85722372047921,0.3409090909090909,60.03516186713372,viscous,0
83.21637563545269,0.3409090909090909,49.303469404856926,inertial,1
134.15784101851833,0.3409090909090909,38.93174536199477,inertial,1
210.9889642861781,0.3409090909090909,37.43987315138824,inertial,1
348.34260279193734,0.3409090909090909,33.842171536928866,inertial,1
538.0578153165759,0.3409090909090909,31.87381502951012,inertial,2
862.2624173377498,0.3409090909090909,29.61501322184069,inertial,2
1413.8097218709506,0.3409090909090909,28.251637656679208,inertial,2
2315.5383373430022,0.3409090909090909,33.77055021636634,inertial,2
3675.360690450572,0.3409090909090909,28.0573060830158,inertial,2
5743.526553438619,0.3409090909090909,27.198351303415876,inertial,2
9144.95965003122,0.3409090909090909,30.044046844497192,inertial,2
15037.322776713254,0.3409090909090909,27.75186350377464,inertial,2
23811.067991138363,0.3409090909090909,30.91774982546626,inertial,2
39731.77653253211,0.3409090909090909,28.14926940374567,inertial,2
58668.02900915414,0.3409090909090909,29.21912754463505,inertial,2
88084.85531601298,0.3409090909090909,28.36709169142404,inertial,2
152373.7619459254,0.3409090909090909,28.46126017498136,inertial,2
233988.48546935705,0.3409090909090909,28.7634112013583,inertial,2
382914.6953355182,0.3409090909090909,30.23989139835212,inertial,2
609036.769457049,0.3409090909090909,28.706276161393543,inertial,2
993035.92459295,0.3409090909090909,29.951390222282942,inertial,2
9.264667348423704e-07,0.4045454545454545,852432721.5392246,viscous,0
1.6341304798410231e-06,0.4045454545454545,482776180.3525657,viscous,0
2.4371679149775933e-06,0.4045454545454545,335037229.81814253,viscous,0
4.116765501476479e-06,0.4045454545454545,192511560.43691587,viscous,0
6.287073473844116e-06,0.4045454545454545,123127333.00751746,viscous,0
1.03005703110636e-05,0.4045454545454545,74647174.47559726,viscous,0
1.5679106036549597e-05,0.4045454545454545,49301541.31642871,viscous,0
2.648038908580727e-05,0.4045454545454545,29576835.4435564,viscous,0
4.227990648464996e-05,0.4045454545454545,19079608.668978512,viscous,0
6.953281442684367e-05,0.4045454545454545,12898901.529685805,viscous,0
0.0001105178761689,0.4045454545454545,6775795.87729527,viscous,0
0.00015946715262,0.4045454545454545,5013781.557663343,viscous,0
0.0002764445766069,0.4045454545454545,2741896.335027378,viscous,0
0.0004442342695732,0.4045454545454545,1740300.9265979151,viscous,0
0.000712367248664,0.4045454545454545,1109481.5666112904,viscous,0
0.0011376952161033,0.4045454545454545,647168.3313413967,viscous,0
0.0017722483300774,0.4045454545454545,449935.5348787736,viscous,0
0.0027482906587627,0.4045454545454545,321160.1782211195,viscous,0
0.0045078691562731,0.4045454545454545,191045.32648851207,viscous,0
0.0071738315800361,0.4045454545454545,110714.01815097449,viscous,0
0.0121121564587643,0.4045454545454545,67354.34331185544,viscous,0
0.0187797015027199,0.4045454545454545,43364.314290748,viscous,0
0.0286270651494037,0.4045454545454545,27535.57566123231,viscous,0
0.0462918705080213,0.4045454545454545,17541.320643507213,viscous,0
0.0748631799495864,0.4045454545454545,10722.549476384584,viscous,0
0.1212659101577314,0.4045454545454545,6628.09378419077,viscous,0
0.193946916249562,0.4045454545454545,4024.246765556874,viscous,0
0.3004643813374608,0.4045454545454545,2601.4553730155244,viscous,0
0.5115359372660676,0.4045454545454545,1616.0924935040618,viscous,0
0.8052902278248855,0.4045454545454545,1085.671622827357,viscous,0
1.2199114423862307,0.4045454545454545,691.6555921375052,viscous,0
1.954689514157604,0.4045454545454545,419.6341270920536,viscous,0
3.271776713352888,0.4045454545454545,283.23165714651554,viscous,0
5.031224646714192,0.4045454545454545,174.5759832143318,viscous,0
8.517627734881238,0.4045454545454545,102.15157645364803,viscous,0
13.285012794844349,0.4045454545454545,75.04148170309495,viscous,0
20.443085286802287,0.4045454545454545,55.4394955659836,viscous,0
34.13303604638822,0.4045454545454545,37.523263450409765,viscous,0
54.17069197451795,0.4045454545454545,30.834760004217625,inertial,1
82.41836785006058,0.4045454545454545,27.54450907390081,inertial,1
141.18656812577066,0.4045454545454545,20.527180316608007,inertial,1
214.4568556905598,0.4045454545454545,20.25068482556819,inertial,1
343.4928945556695,0.4045454545454545,16.489216547486684,inertial,1
574.6830966527834,0.4045454545454545,17.144641715676723,inertial,2
941.887147799516,0.4045454545454545,16.891376632512923,inertial,2
1428.9952408381885,0.4045454545454545,18.82108430629067,inertial,2
2257.8390092915656,0.4045454545454545,15.347027706656188,inertial,2
3650.12902697009,0.4045454545454545,16.891875475520198,inertial,2
5591.543487618907,0.4045454545454545,15.177776960517482,inertial,2
9374.79470965051,0.4045454545454545,13.486933577934977,inertial,2
14297.338385930178,0.4045454545454545,16.436373325091587,inertial,2
23186.58658739409,0.4045454545454545,14.541894316667031,inertial,2
39935.49534874006,0.4045454545454545,14.686218775538816,inertial,2
59270.988987542325,0.4045454545454545,15.461966915337603,inertial,2
96412.67263294062,0.4045454545454545,15.459335721721216,inertial,2
153244.81788173766,0.4045454545454545,15.789842020801874,inertial,2
244737.8923511298,0.4045454545454545,15.816145894829312,inertial,2
364943.56484200456,0.4045454545454545,16.092481480821625,inertial,2
600221.7595896984,0.4045454545454545,14.124513712059054,inertial,2
1042311.0770308132,0.4045454545454545,14.760169407744916,inertial,2
1.005410658203654e-06,0.4045454545454545,768718044.2654245,viscous,0
1.565129245113564e-06,0.4045454545454545,525821994.218613,viscous,0
2.472421500113728e-06,0.4045454545454545,331021757.23745847,viscous,0
4.122203908863279e-06,0.4045454545454545,206558342.84709492,viscous,0
6.4443460859368376e-06,0.4045454545454545,131351172.94599175,viscous,0
1.0948832178167146e-05,0.4045454545454545,79427917.00100505,viscous,0
1.6903431682914604e-05,0.4045454545454545,48603247.66038627,viscous,0
2.889707536023197e-05,0.4045454545454545,31081641.84069703,viscous,0
4.141241088925466e-05,0.4045454545454545,20314786.60376084,viscous,0
6.892095740612622e-05,0.4045454545454545,11697823.489588484,viscous,0
0.0001086164953552,0.4045454545454545,7578508.969899516,viscous,0
0.0001776236638479,0.4045454545454545,4572331.668967208,viscous,0
0.0002786795381773,0.4045454545454545,3090393.226248217,viscous,0
0.000444843573722,0.4045454545454545,1855743.6715475805,viscous,0
0.0007250353324151,0.4045454545454545,1202262.6413342224,viscous,0
0.0011663647094136,0.4045454545454545,701864.3499386857,viscous,0
0.0018069447820921,0.4045454545454545,418202.6601874461,viscous,0
0.00289355907381,0.4045454545454545,263606.99094955577,viscous,0
0.0044429856319646,0.4045454545454545,186799.2070764907,viscous,0
0.0072961940532065,0.4045454545454545,112747.29038549386,viscous,0
0.011471706085931,0.4045454545454545,74377.21560545397,viscous,0
0.0187525194512521,0.4045454545454545,45475.51404202451,viscous,0
0.0304333959131349,0.4045454545454545,26630.74497309124,viscous,0
0.0469603632115936,0.4045454545454545,17148.993984191973,viscous,0
0.0780088622380497,0.4045454545454545,10679.6074448873,viscous,0
0.1172650756845193,0.4045454545454545,7227.480006649192,viscous,0
0.192907282024156,0.4045454545454545,4353.910373790586,viscous,0
0.3036952257519313,0.4045454545454545,2747.1090939558103,viscous,0
0.4836560118918407,0.4045454545454545,1687.5434283030124,viscous,0
0.7841914515016984,0.4045454545454545,1025.3810361568835,viscous,0
1.242547339656454,0.4045454545454545,657.1808858418234,viscous,0
1.9160476466063228,0.4045454545454545,454.4860375303568,viscous,0
3.318976914322123,0.4045454545454545,252.13243351799093,viscous,0
4.941830121374489,0.4045454545454545,172.62066782556118,viscous,0
8.464485152222514,0.4045454545454545,114.15876676232855,viscous,0
13.023592860325094,0.4045454545454545,80.97336685068012,viscous,0
20.34532435328644,0.4045454545454545,53.55739629012764,viscous,0
34.01005294840411,0.4045454545454545,39.1709342180512,viscous,0
52.6182784950915,0.4045454545454545,27.346234229111616,inertial,1
87.2867968079676,0.4045454545454545,25.349460321828506,inertial,1
129.68357488177617,0.4045454545454545,22.60205518053945,inertial,1
218.1704401541432,0.4045454545454545,19.69399487311776,inertial,1
358.66388399302696,0.4045454545454545,17.326050695983565,inertial,1
568.9310308757878,0.4045454545454545,17.747837247905952,inertial,2
910.0687564645513,0.4045454545454545,18.03876804314626,inertial,2
1449.188636998365,0.4045454545454545,15.842468258095456,inertial,2
2395.3173283033607,0.4045454545454545,15.20884912629002,inertial,2
3575.141906938154,0.4045454545454545,15.21239766763951,inertial,2
5772.620548376082,0.4045454545454545,16.761301704791382,inertial,2
9616.351586047256,0.4045454545454545,16.19379992653276,inertial,2
14506.140186297129,0.4045454545454545,15.36343488337749,inertial,2
23175.14250507281,0.4045454545454545,16.543628157396903,inertial,2
36682.59370727349,0.4045454545454545,16.457409620466898,inertial,2
60150.1000680491,0.4045454545454545,15.888726221938828,inertial,2
100634.4728590688,0.4045454545454545,15.377408273744951,inertial,2
161469.70980499356,0.4045454545454545,14.672903620830986,inertial,2
239378.31125968028,0.4045454545454545,14.54798820565698,inertial,2
383257.4815414671,0.4045454545454545,16.20688840594967,inertial,2
640061.8159655666,0.4045454545454545,15.9838301774226,inertial,2
1008044.946916456,0.4045454545454545,14.843222684035936,inertial,2
9.609768546168474e-07,0.4681818181818181,436777198.4854638,viscous,0
1.6632218605008685e-06,0.4681818181818181,244071311.4681834,viscous,0
2.456132590267818e-06,0.4681818181818181,155893297.09761378,viscous,0
3.993019149941635e-06,0.4681818181818181,112039714.26700789,viscous,0
6.469231878951438e-06,0.4681818181818181,60671213.14276499,viscous,0
1.0209593665150554e-05,0.4681818181818181,39524427.05028968,viscous,0
1.6741702346480367e-05,0.4681818181818181,23891447.189605523,viscous,0
2.5830566928741767e-05,0.4681818181818181,15854682.894663466,viscous,0
4.297588928366324e-05,0.4681818181818181,9970568.789293678,viscous,0
6.881470700115678e-05,0.4681818181818181,5871633.777846488,viscous,0
0.0001027574757492,0.4681818181818181,3865645.13385392,viscous,0
0.0001741764300926,0.4681818181818181,2220377.1092490368,viscous,0
0.0002779516779432,0.4681818181818181,1444096.356552645,viscous,0
0.0004329949974641,0.4681818181818181,1009729.4460061786,viscous,0
0.0007084471513436,0.4681818181818181,624925.1673070556,viscous,0
0.0010929746417274,0.4681818181818181,400246.966686496,viscous,0
0.0018453618852975,0.4681818181818181,192874.3008497465,viscous,0
0.0028607312105723,0.4681818181818181,156103.689140199,viscous,0
0.0046897979230963,0.4681818181818181,86234.56376654799,viscous,0
0.0072673117738924,0.4681818181818181,53305.75321199511,viscous,0
0.0117620862815247,0.4681818181818181,32141.299920445315,viscous,0
0.0181116566790805,0.4681818181818181,24148.52880774612,viscous,0
0.0298063181412186,0.4681818181818181,13628.806951787632,viscous,0
0.0474882541125572,0.4681818181818181,9994.923061432004,viscous,0
0.0784952225601645,0.4681818181818181,5074.989250837373,viscous,0
0.1277796132416213,0.4681818181818181,3229.9808585696346,viscous,0
0.1985058192263037,0.4681818181818181,2031.1843343567573,viscous,0
0.3015131467951955,0.4681818181818181,1436.6275252111293,viscous,0
0.4840581716277684,0.4681818181818181,830.0375865324627,viscous,0
0.812835792627068,0.4681818181818181,488.4420256314187,viscous,0
1.2111661258067772,0.4681818181818181,360.07621784836385,viscous,0
1.903486375008764,0.4681818181818181,217.90504880624195,viscous,0
3.189412071253592,0.4681818181818181,129.66442353453334,viscous,0
4.980880365540213,0.4681818181818181,95.18385449063994,viscous,0
8.299741378190687,0.4681818181818181,56.15885790579679,viscous,0
13.351886982423784,0.4681818181818181,43.190531549464175,viscous,0
20.19879627675784,0.4681818181818181,29.626294509057143,viscous,0
35.57764456291152,0.4681818181818181,21.330676859396014,viscous,0
54.87961038446076,0.4681818181818181,16.436558752632276,inertial,1
83.52314753037132,0.4681818181818181,14.84329882225501,inertial,1
139.35112988902225,0.4681818181818181,12.004627384546277,inertial,1
215.2386545994846,0.4681818181818181,10.07005774284939,inertial,1
350.27098028774884,0.4681818181818181,9.900785632720323,inertial,2
554.6829344318057,0.4681818181818181,10.149100674948604,inertial,2
911.666973001693,0.4681818181818181,9.870980381572034,inertial,2
1520.278776772385,0.4681818181818181,9.9012131094844,inertial,2
2219.277828243418,0.4681818181818181,8.884203852417604,inertial,2
3887.363246646223,0.4681818181818181,8.875987792045164,inertial,2
5782.782157224745,0.4681818181818181,9.973710498591403,inertial,2
9737.56257402016,0.4681818181818181,9.086562032421606,inertial,2
14881.399021831849,0.4681818181818181,8.382623098715383,inertial,2
22963.952035094902,0.4681818181818181,8.92251599397968,inertial,2
37687.50967974465,0.4681818181818181,8.934325288730768,inertial,2
60484.65809409264,0.4681818181818181,10.127416944969903,inertial,2
97521.56624805272,0.4681818181818181,9.21433598070294,inertial,2
153625.91170426077,0.4681818181818181,8.99401314581704,inertial,2
254621.0704167697,0.4681818181818181,8.63197896974372,inertial,2
390466.8637164176,0.4681818181818181,8.586452974478574,inertial,2
627690.2286205395,0.4681818181818181,9.123769003982144,inertial,2
1028000.0290003108,0.4681818181818181,9.62905676662752,inertial,2
1.0200910928242387e-06,0.4681818181818181,439503113.8525199,viscous,0
1.6752752662497866e-06,0.4681818181818181,250689275.66199416,viscous,0
2.58014394359827e-06,0.4681818181818181,145440130.5285103,viscous,0
4.114735156419951e-06,0.4681818181818181,100443440.34086636,viscous,0
6.18814095257642e-06,0.4681818181818181,65380226.698561,viscous,0
1.0700973064924478e-05,0.4681818181818181,36312084.26774836,viscous,0
1.726571745975436e-05,0.4681818181818181,24518825.35523269,viscous,0
2.6348335387988187e-05,0.4681818181818181,15578672.931944557,viscous,0
4.344418225112892e-05,0.4681818181818181,8858505.198871046,viscous,0
7.196100566768447e-05,0.4681818181818181,5515873.151233565,viscous,0
0.0001056641238803,0.4681818181818181,4158685.557148813,viscous,0
0.0001768404440178,0.4681818181818181,2497897.3793539065,viscous,0
0.0002846465211324,0.4681818181818181,1479940.1568493585,viscous,0
0.000424070438063,0.4681818181818181,952077.8082631382,viscous,0
0.0007080159814257,0.4681818181818181,583397.4938125503,viscous,0
0.0010570659656656,0.4681818181818181,412060.4611398264,viscous,0
0.00189143776786,0.4681818181818181,235175.6622647472,viscous,0
0.0027820542474259,0.4681818181818181,151880.42301533354,viscous,0
0.0042984428568306,0.4681818181818181,104665.14025010046,viscous,0
0.0069045033479501,0.4681818181818181,61125.356526560856,viscous,0
0.0121044111931603,0.4681818181818181,36440.66740622761,viscous,0
0.0188654850394653,0.4681818181818181,20414.000231884045,viscous,0
0.0297343239398432,0.4681818181818181,13726.90579794018,viscous,0
0.0481687517600517,0.4681818181818181,9026.427585962972,viscous,0
0.0776214146091313,0.4681818181818181,5932.006858685891,viscous,0
0.1239819563309082,0.4681818181818181,3279.08023995143,viscous,0
0.2038789212312048,0.4681818181818181,2004.9790928817804,viscous,0
0.3127503301000591,0.4681818181818181,1342.9852204767458,viscous,0
0.4624205463596225,0.4681818181818181,915.653879187236,viscous,0
0.7981346213771715,0.4681818181818181,521.5337088677884,viscous,0
1.2585025812449084,0.4681818181818181,316.560674230258,viscous,0
2.0237606468725966,0.4681818181818181,229.99352449617527,viscous,0
3.2074874103964084,0.4681818181818181,134.40102406369655,viscous,0
5.057622465708711,0.4681818181818181,100.44373948204692,viscous,0
7.899452540596047,0.4681818181818181,64.05178896832226,viscous,0
13.185470570813523,0.4681818181818181,44.4967764130252,viscous,0
21.83323847476957,0.4681818181818181,27.88016079959413,viscous,0
32.01401831885474,0.4681818181818181,23.61101189442646,viscous,0
55.95129836459623,0.4681818181818181,15.573047706079567,inertial,1
87.48083379018962,0.4681818181818181,13.253204881765768,inertial,1
133.49972323081664,0.4681818181818181,11.225057092038004,inertial,1
224.45935914156885,0.4681818181818181,11.059653694252862,inertial,1
353.84709661673384,0.4681818181818181,11.008404482643387,inertial,2
568.1645220834979,0.4681818181818181,10.087135594423696,inertial,2
909.7345897961378,0.4681818181818181,9.02972292280984,inertial,2
1419.3625179723367,0.4681818181818181,8.81236591050509,inertial,2
2209.05935195689,0.4681818181818181,9.21370656484296,inertial,2
3742.460212462508,0.4681818181818181,10.174405500405838,inertial,2
5604.96703048843,0.4681818181818181,9.222298842893832,inertial,2
9229.492358673477,0.4681818181818181,9.357203457466982,inertial,2
15034.176598482583,0.4681818181818181,9.262799958224708,inertial,2
22923.460184118758,0.4681818181818181,9.268098143276868,inertial,2
38716.59570908485,0.4681818181818181,8.849535781066217,inertial,2
63890.19303135369,0.4681818181818181,8.969459500330036,inertial,2
94360.96809438973,0.4681818181818181,9.208802052677118,inertial,2
152434.9621349526,0.4681818181818181,8.472267709057887,inertial,2
245182.63945865183,0.4681818181818181,9.824004954733532,inertial,2
416208.5533953619,0.4681818181818181,8.816414734950069,inertial,2
643287.0999566292,0.4681818181818181,9.129904026594824,inertial,2
1008552.968292446,0.4681818181818181,9.662685466845188,inertial,2
1.0258916591972398e-06,0.5318181818181817,214723877.71395287,viscous,0
1.5534217263482928e-06,0.5318181818181817,133025381.17555895,viscous,0
2.546511135702959e-06,0.5318181818181817,87239351.00084005,viscous,0
4.137378323916805e-06,0.5318181818181817,54939646.76231893,viscous,0
6.703817371219641e-06,0.5318181818181817,28915223.57379021,viscous,0
1.0683656768339704e-05,0.5318181818181817,19416276.72890852,viscous,0
1.7173309546344547e-05,0.5318181818181817,12944555.160955915,viscous,0
2.703611425068149e-05,0.5318181818181817,7869384.584467258,viscous,0
4.273672727190464e-05,0.5318181818181817,4658906.5491601685,viscous,0
6.994847675378492e-05,0.5318181818181817,3073754.854763648,viscous,0
0.0001000381395833,0.5318181818181817,2304178.4081880646,viscous,0
0.0001816078190256,0.5318181818181817,1152055.2724010325,viscous,0
0.0002860738511007,0.5318181818181817,735995.2386616978,viscous,0
0.0004116590566868,0.5318181818181817,521586.14692933887,viscous,0
0.0007107335308085,0.5318181818181817,309621.9322938808,viscous,0
0.001127709445855,0.5318181818181817,196735.40813945205,viscous,0
0.0018074186364997,0.5318181818181817,119646.6093530755,viscous,0
0.0028170322589216,0.5318181818181817,76576.88166237353,viscous,0
0.0045335150886298,0.5318181818181817,47497.08067602525,viscous,0
0.00708005419397,0.5318181818181817,30053.0497215667,viscous,0
0.0117183892956144,0.5318181818181817,18949.97447311928,viscous,0
0.0186359792458649,0.5318181818181817,11627.6539294734,viscous,0
0.030306761417807,0.5318181818181817,7518.048082866888,viscous,0
0.0486213205266831,0.5318181818181817,4124.118481214432,viscous,0
0.075062415294239,0.5318181818181817,3022.337415568649,viscous,0
0.1234413859375706,0.5318181818181817,1837.6625910097068,viscous,0
0.1959887878875327,0.5318181818181817,1073.9427562540334,viscous,0
0.3217021879595553,0.5318181818181817,639.9136066830666,viscous,0
0.5102212346363147,0.5318181818181817,433.51448652210456,viscous,0
0.7570387616015659,0.5318181818181817,288.42090326120194,viscous,0
1.310323100353426,0.5318181818181817,167.27438591030491,viscous,0
1.9467581769778888,0.5318181818181817,116.04354097727014,viscous,0
3.146415066877013,0.5318181818181817,70.3785925460864,viscous,0
5.21873222618728,0.5318181818181817,49.25995765360897,viscous,0
8.092185319102265,0.5318181818181817,33.32063545588811,viscous,0
12.989772855528347,0.5318181818181817,22.16416505203596,viscous,0
21.06889156139919,0.5318181818181817,17.04865948498406,viscous,0
34.0436901603594,0.5318181818181817,11.289639660783118,viscous,1
54.39189791225335,0.5318181818181817,9.361762754748373,inertial,1
84.35819084989684,0.5318181818181817,7.707762225903413,inertial,1
136.53722744484307,0.5318181818181817,7.026869450123816,inertial,1
215.64683247344863,0.5318181818181817,6.026602812377655,inertial,1
331.2305732043615,0.5318181818181817,6.146210399966681,inertial,2
559.8665388489234,0.5318181818181817,6.510783076045274,inertial,2
884.7585569247367,0.5318181818181817,5.992493415403812,inertial,2
1472.700669734258,0.5318181818181817,5.578440443915051,inertial,2
2274.7455858300987,0.5318181818181817,5.425301908623145,inertial,2
3823.4048734926455,0.5318181818181817,5.104372897803991,inertial,2
5783.561010580694,0.5318181818181817,5.877895925617918,inertial,2
9219.317022077128,0.5318181818181817,5.316815566295707,inertial,2
14877.354608780044,0.5318181818181817,5.607590986452914,inertial,2
24003.49480998559,0.5318181818181817,5.533556121126843,inertial,2
38551.74134267132,0.5318181818181817,5.71676743111587,inertial,2
58242.44828342336,0.5318181818181817,5.348532638379058,inertial,2
98714.7185852894,0.5318181818181817,5.584056629343441,inertial,2
154702.46864061058,0.5318181818181817,5.634798429928806,inertial,2
252485.220830232,0.5318181818181817,5.219150443569856,inertial,2
377776.2779119309,0.5318181818181817,5.142298776905167,inertial,2
661952.0432290989,0.5318181818181817,5.167644924226939,inertial,2
992987.0923356818,0.5318181818181817,5.397007115160887,inertial,2
1.0314151640859196e-06,0.5318181818181817,194289862.0658473,viscous,0
1.595431680127513e-06,0.5318181818181817,145587040.48554844,viscous,0
2.6381865716590527e-06,0.5318181818181817,84569434.03636754,viscous,0
4.043614631659772e-06,0.5318181818181817,59024008.3808455,viscous,0
6.191213762507531e-06,0.5318181818181817,37081466.09694621,viscous,0
1.055771946958954e-05,0.5318181818181817,21325292.598273307,viscous,0
1.6741800494170747e-05,0.5318181818181817,13191198.42751844,viscous,0
2.7280724279063377e-05,0.5318181818181817,7563749.78440691,viscous,0
4.08204252900855e-05,0.5318181818181817,5398602.455256773,viscous,0
6.779348167982887e-05,0.5318181818181817,3250853.769249918,viscous,0
0.0001134017595468,0.5318181818181817,1872546.863331868,viscous,0
0.0001766350734898,0.5318181818181817,1261548.4899584183,viscous,0
0.0002961498492277,0.5318181818181817,688136.1873440396,viscous,0
0.0004334649241465,0.5318181818181817,492904.139287252,viscous,0
0.0007322570196207,0.5318181818181817,286530.5143852532,viscous,0
0.0011815402547328,0.5318181818181817,200399.92254649068,viscous,0
0.0018429570412458,0.5318181818181817,121236.40126591224,viscous,0
0.0027374861502804,0.5318181818181817,80586.78395890309,viscous,0
0.0043891150497802,0.5318181818181817,48913.304554325885,viscous,0
0.0073629685508,0.5318181818181817,29238.189609676858,viscous,0
0.0120277529530201,0.5318181818181817,18062.23248715761,viscous,0
0.0178242070869984,0.5318181818181817,11635.75556447568,viscous,0
0.0287063998390121,0.5318181818181817,7500.521013176612,viscous,0
0.0494561925144261,0.5318181818181817,4538.654859128978,viscous,0
0.0768739761954191,0.5318181818181817,2671.59676224017,viscous,0
0.1305008097197509,0.5318181818181817,1678.0847421466626,viscous,0
0.2087493578989802,0.5318181818181817,1007.9131592389,viscous,0
0.3048786733212114,0.5318181818181817,822.7003561364196,viscous,0
0.4796333087809544,0.5318181818181817,470.9485614256673,viscous,0
0.7832468631039696,0.5318181818181817,273.18945316314444,viscous,0
1.348500971188151,0.5318181818181817,159.34155473191285,viscous,0
2.0738496983808554,0.5318181818181817,117.14300124655756,viscous,0
3.1281817831875243,0.5318181818181817,68.50784413007418,viscous,0
4.882752874139467,0.5318181818181817,48.24695313619617,viscous,0
8.282382786474933,0.5318181818181817,32.37778077423473,viscous,0
13.067154056169262,0.5318181818181817,22.05884016420919,viscous,0
21.613475100452497,0.5318181818181817,16.16995589698773,viscous,0
33.91239443851087,0.5318181818181817,11.531532231844285,viscous,1
54.82068101964566,0.5318181818181817,9.5203087175215,inertial,1
83.64884900124535,0.5318181818181817,7.83108485346473,inertial,1
141.7754611529609,0.5318181818181817,7.66442129624428,inertial,1
214.82327291596096,0.5318181818181817,5.8266296501970976,inertial,1
354.8353251202132,0.5318181818181817,5.7953667490508725,inertial,2
569.2542859670253,0.5318181818181817,5.722477457475589,inertial,2
951.046193933212,0.5318181818181817,5.708862751087533,inertial,2
1459.8406922652364,0.5318181818181817,5.26690838331626,inertial,2
2085.4516332990115,0.5318181818181817,5.589582466935399,inertial,2
3653.718697351072,0.5318181818181817,5.708843494970029,inertial,2
5695.034333686425,0.5318181818181817,5.142338286987976,inertial,2
8815.543760374172,0.5318181818181817,5.625315032287319,inertial,2
15091.964964027537,0.5318181818181817,5.227565286693233,inertial,2
23227.457829979907,0.5318181818181817,5.261388643826325,inertial,2
35610.563163720624,0.5318181818181817,5.507771636053866,inertial,2
61756.63454174384,0.5318181818181817,5.390079716581826,inertial,2
92154.7427830402,0.5318181818181817,5.395673006761479,inertial,2
160035.9364007654,0.5318181818181817,6.060692645562468,inertial,2
247364.0202200808,0.5318181818181817,5.237232604463603,inertial,2
369275.59366600646,0.5318181818181817,5.042439162031614,inertial,2
624384.4351756893,0.5318181818181817,5.509261609471044,inertial,2
1007728.9127669448,0.5318181818181817,5.376131225886163,inertial,2
9.54758678462677e-07,0.5954545454545455,112552243.94829686,viscous,0
1.6043875945245145e-06,0.5954545454545455,69544938.4314949,viscous,0
2.653262062172396e-06,0.5954545454545455,40739909.90422816,viscous,0
4.286969671642072e-06,0.5954545454545455,26233541.757425424,viscous,0
6.5534081149713945e-06,0.5954545454545455,17941503.46934843,viscous,0
1.0291226462402011e-05,0.5954545454545455,10216234.088578498,viscous,0
1.637019804213182e-05,0.5954545454545455,7664540.809022177,viscous,0
2.5529456550271376e-05,0.5954545454545455,4153726.756444776,viscous,0
4.209853447255589e-05,0.5954545454545455,2705569.81243459,viscous,0
6.511248244210967e-05,0.5954545454545455,1719787.2286987675,viscous,0
0.0001065688809391,0.5954545454545455,1068773.1640515854,viscous,0
0.0001735437144994,0.5954545454545455,694094.0931981471,viscous,0
0.0002790751076669,0.5954545454545455,423821.94481350464,viscous,0
0.0004634022104268,0.5954545454545455,265040.3377906748,viscous,0
0.0006449212914118,0.5954545454545455,177049.81174323073,viscous,0
0.0010722766434043,0.5954545454545455,104766.4532141904,viscous,0
0.0018377375188116,0.5954545454545455,62639.877460746735,viscous,0
0.0028316899917243,0.5954545454545455,43859.88595501381,viscous,0
0.0043794994414633,0.5954545454545455,26428.54695281176,viscous,0
0.0074397178958059,0.5954545454545455,15650.955122122234,viscous,0
0.0112886105397385,0.5954545454545455,10291.789385044249,viscous,0
0.0191296658119612,0.5954545454545455,6191.128141612735,viscous,0
0.0301103234070847,0.5954545454545455,3924.8019911611714,viscous,0
0.0478329858988434,0.5954545454545455,2287.6923217236035,viscous,0
0.0753925948396719,0.5954545454545455,1579.2472659621867,viscous,0
0.1107050259064558,0.5954545454545455,1094.306467994589,viscous,0
0.1961244960591869,0.5954545454545455,564.7484166571409,viscous,0
0.3032503786597635,0.5954545454545455,382.8546568702517,viscous,0
0.5015356742989118,0.5954545454545455,230.8303389725424,viscous,0
0.8194260665205446,0.5954545454545455,148.28075695496344,viscous,0
1.2343741169456353,0.5954545454545455,95.27805882336742,viscous,0
2.0325902733746037,0.5954545454545455,62.8037888672942,viscous,0
3.291049279120392,0.5954545454545455,38.49506385327465,viscous,0
5.173829979701836,0.5954545454545455,25.79416227274452,viscous,0
8.432644811584098,0.5954545454545455,16.31688532310276,viscous,0
13.38130302066518,0.5954545454545455,10.977160007138512,viscous,0
21.27699698618952,0.5954545454545455,8.931633628633138,viscous,1
33.52886514371456,0.5954545454545455,6.1311608110210845,viscous,1
56.134020365962286,0.5954545454545455,5.673782397986672,inertial,1
85.61206093954549,0.5954545454545455,4.820647402949131,inertial,1
132.84773852837884,0.5954545454545455,4.338142762785151,inertial,1
228.7226467738284,0.5954545454545455,3.640667227446894,inertial,2
377.9691664046338,0.5954545454545455,3.5817182260059903,inertial,2
570.8774284623072,0.5954545454545455,3.412949586236939,inertial,2
899.9928780519523,0.5954545454545455,3.267493130749099,inertial,2
1393.0171042517882,0.5954545454545455,3.3976156226352785,inertial,2
2225.295102875848,0.5954545454545455,3.364589528812316,inertial,2
3732.8244165661495,0.5954545454545455,3.1749993868478814,inertial,2
5586.407270583845,0.5954545454545455,3.381962449768229,inertial,2
9093.916476451092,0.5954545454545455,3.2012251667225367,inertial,2
14832.411262921236,0.5954545454545455,3.267522384770367,inertial,2
