filename,tau,delta_p,dP_L,v,mu,rho,d,phi,f,Re_p,f_ergun,regime_true,steps,converged,stalled
ergun_comb_phi0.277_d6_Re3.1e-01,,,0.14942319812580204,0.008826205905005336,0.1666567055,1.0,6,0.2772727272727272,11508.564821545093,0.31776240428580904,11626.21069731198,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re5.0e-01,,,0.22923183213627218,0.013123139020709017,0.1666567055,1.0,6,0.2772727272727272,7986.393722680609,0.47246124233659537,7838.846801912922,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re7.9e-01,,,0.3357220337962834,0.021236112940945236,0.1666567055,1.0,6,0.2772727272727272,4466.640947632619,0.764545760480495,4866.78696154996,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re1.3e+00,,,0.6128853665342106,0.034812037163441965,0.1666567055,1.0,6,0.2772727272727272,3034.391586575187,1.2533082443577512,2991.9860078412644,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re2.0e+00,,,1.0396859966835068,0.05827275129981326,0.1666567055,1.0,6,0.2772727272727272,1837.0560116979623,2.0979444346383023,1811.2943593320442,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re3.2e+00,,,1.5467857566156624,0.09175877631720819,0.1666567055,1.0,6,0.2772727272727272,1102.265433024374,3.3035133885041854,1171.9413905040353,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re5.2e+00,,,2.6512012071678015,0.1429691650088438,0.1666567055,1.0,6,0.2772727272727272,778.2321669868645,5.147197572875715,773.4138824018729,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re8.2e+00,,,4.56045133888783,0.2345091767441125,0.1666567055,1.0,6,0.2772727272727272,497.55304942868514,8.442834965705446,494.67409374696047,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re1.3e+01,,,7.552413223564536,0.37393130174113126,0.1666567055,1.0,6,0.2772727272727272,324.0808367857256,13.462331465845445,332.3547569020362,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re2.1e+01,,,13.744645831202932,0.5893444194263745,0.1666567055,1.0,6,0.2772727272727272,237.43593748507686,21.21766721566596,232.5614590559871,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re3.4e+01,,,23.42536725444172,0.8970407035623635,0.1666567055,1.0,6,0.2772727272727272,174.6680047040037,32.29539552714956,173.14166369755958,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re5.4e+01,,,42.3102014697157,1.473367721023209,0.1666567055,1.0,6,0.2772727272727272,116.94294909239412,53.04440826198412,128.6236371683338,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re8.6e+01,,,98.94143641544706,2.445467265296621,0.1666567055,1.0,6,0.2772727272727272,99.2671958536719,88.0420835618866,101.07957688269407,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re1.4e+02,,,194.59423015844888,3.6996369931058393,0.1666567055,1.0,6,0.2772727272727272,85.3027402690133,133.19489241094493,86.92732426203906,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re2.2e+02,,,506.8752083657833,6.087727184203186,0.1666567055,1.0,6,0.2772727272727272,82.06196972329465,219.17127784107743,76.10235541464756,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re3.5e+02,,,1107.9486048246793,9.635683070980422,0.1666567055,1.0,6,0.2772727272727272,71.59881773161548,346.9053240457974,69.9274437652428,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re5.6e+02,,,2920.3579437765825,16.118714098023965,0.1666567055,1.0,6,0.2772727272727272,67.44139603350831,580.3083908204569,65.66601310429628,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re8.9e+02,,,6708.581014192768,25.51210125237624,0.1666567055,1.0,6,0.2772727272727272,61.842844843279536,918.4905405096794,63.33397401425616,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re1.4e+03,,,16769.47099678229,40.38869202355736,0.1666567055,1.0,6,0.2772727272727272,61.680947345145874,1454.0798188365975,61.86000747989708,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re2.3e+03,,,40914.87596745794,65.10316037521982,0.1666567055,1.0,6,0.2772727272727272,57.91997240840781,2343.853858621482,60.900430904768406,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re3.6e+03,,,103727.76631267821,98.3641508040378,0.1666567055,1.0,6,0.2772727272727272,64.32393172673052,3541.3210830825333,60.37017381460184,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re5.8e+03,,,250986.88951984825,159.89270903893922,0.1666567055,1.0,6,0.2772727272727272,58.904024111271525,5756.481573035988,59.97077988810169,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re9.2e+03,,,637716.6031640865,257.50396173100455,0.1666567055,1.0,6,0.2772727272727272,57.704694258588056,9270.696704046075,59.728745242945074,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re1.5e+04,,,1701352.0024327172,427.0873528046577,0.1666567055,1.0,6,0.2772727272727272,55.96441970994034,15376.06368216577,59.57132052830307,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re2.4e+04,,,4295354.861718283,652.5154234625873,0.1666567055,1.0,6,0.2772727272727272,60.52972994897361,23491.95928858394,59.48873751469283,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re3.8e+04,,,10365673.563110566,1043.7149513770387,0.1666567055,1.0,6,0.2772727272727272,57.09327667233851,37575.984053412314,59.43009455767061,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re6.0e+04,,,26845556.56526644,1629.3652879100252,0.1666567055,1.0,6,0.2772727272727272,60.67178089401269,58660.65633620815,59.3949362260676,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re9.6e+04,,,68557354.93412648,2589.9801180616637,0.1666567055,1.0,6,0.2772727272727272,61.32145391115691,93244.85721560109,59.37169684151566,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re1.5e+05,,,159874960.5552155,4076.1892868588734,0.1666567055,1.0,6,0.2772727272727272,57.73285228078054,146751.5852289138,59.35732476938269,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re2.5e+05,,,432523099.42600065,6822.995354845328,0.1666567055,1.0,6,0.2772727272727272,55.74557579207992,245642.51409057147,59.34724179172744,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re3.9e+05,,,1217806160.2266283,11101.631883621694,0.1666567055,1.0,6,0.2772727272727272,59.28649446668763,399682.63564246544,59.341475007235,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re6.3e+05,,,2604759474.521945,16857.100614653475,0.1666567055,1.0,6,0.2772727272727272,54.998787961264476,606891.8942353679,59.33833521274715,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d6_Re1.0e+06,,,6963436799.448102,26501.700231114446,0.1666567055,1.0,6,0.2772727272727272,59.48773236221765,954118.2331045581,59.336131181169755,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.0e-06,,,9.209883636279668e-08,1.6097211283169043e-08,0.1666567055,1.0,10,0.2772727272727272,3554289955.7547956,9.658904053619998e-07,3805316973.040004,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.6e-06,,,1.814666412271007e-07,2.643626023981189e-08,0.1666567055,1.0,10,0.2772727272727272,2596550443.223231,1.5862704210129663e-06,2317082347.2090855,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.6e-06,,,2.728516262841543e-07,4.287641648115498e-08,0.1666567055,1.0,10,0.2772727272727272,1484190286.8495185,2.572738753746394e-06,1428640682.4658086,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re4.1e-06,,,4.3541912659660805e-07,6.835397197342681e-08,0.1666567055,1.0,10,0.2772727272727272,931922914.1344523,4.10148345176707e-06,896143891.0789313,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re6.5e-06,,,6.247069041801961e-07,1.0420372274928317e-07,0.1666567055,1.0,10,0.2772727272727272,575320482.9175317,6.25259706392571e-06,587838849.9554418,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.0e-05,,,1.0688814309896685e-06,1.7465339890831526e-07,0.1666567055,1.0,10,0.2772727272727272,350409158.6401632,1.0479830282515411e-05,350723210.1111878,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.7e-05,,,1.6305818496690038e-06,2.752075395055274e-07,0.1666567055,1.0,10,0.2772727272727272,215289053.65373027,1.651343932906002e-05,222577502.04852295,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.7e-05,,,2.585326176844139e-06,4.3871771913865785e-07,0.1666567055,1.0,10,0.2772727272727272,134321332.98022813,2.6324636492868737e-05,139622845.6643035,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re4.2e-05,,,3.7895802284981875e-06,6.567313901528047e-07,0.1666567055,1.0,10,0.2772727272727272,87864927.67280702,3.94062386018308e-05,93272577.25641453,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re6.8e-05,,,7.576732346217654e-06,1.1442698904017177e-06,0.1666567055,1.0,10,0.2772727272727272,57866205.50716118,6.86602970440765e-05,53532002.16603229,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.1e-04,,,1.171097750864107e-05,1.9026106932038168e-06,0.1666567055,1.0,10,0.2772727272727272,32351414.968235303,0.00011416346480002971,32195290.116051275,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.7e-04,,,1.8950029246210095e-05,2.9563147845233624e-06,0.1666567055,1.0,10,0.2772727272727272,21682459.00691886,0.00017738948910899733,20720109.40274052,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.8e-04,,,2.5336959848963023e-05,4.502787254941774e-06,0.1666567055,1.0,10,0.2772727272727272,12496593.613603638,0.0002701833833467789,13603853.358333135,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re4.4e-04,,,4.122606408593265e-05,7.350096055483494e-06,0.1666567055,1.0,10,0.2772727272727272,7631077.154683212,0.00044103212249587483,8333962.71217707,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re7.0e-04,,,7.336071696993803e-05,1.1617484708611943e-05,0.1666567055,1.0,10,0.2772727272727272,5435498.09792315,0.0006970907455393052,5272714.46338162,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.1e-03,,,0.00011015867753793806,1.795429678109029e-05,0.1666567055,1.0,10,0.2772727272727272,3417290.6170308837,0.0010773221951810568,3411776.9342673454,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.8e-03,,,0.00019374065191214853,3.10610456045705e-05,0.1666567055,1.0,10,0.2772727272727272,2008115.1574510378,0.0018637741284625658,1972143.3097209535,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.9e-03,,,0.0003112480745911427,4.8557369759826276e-05,0.1666567055,1.0,10,0.2772727272727272,1320068.1890419722,0.002913616323696395,1261556.622234042,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re4.6e-03,,,0.0004964570123321911,8.043002996475889e-05,0.1666567055,1.0,10,0.2772727272727272,767441.3375355618,0.004826090238820837,761652.8612905198,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re7.3e-03,,,0.0007727692354531329,0.00012654603296724005,0.1666567055,1.0,10,0.2772727272727272,482561.59322831075,0.007593215801763228,484112.35964823054,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.2e-02,,,0.0011927839792277948,0.00019164763287076245,0.1666567055,1.0,10,0.2772727272727272,324754.27623268735,0.011499545265567634,319682.3270522287,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.9e-02,,,0.0018194530580423521,0.0003055738582492848,0.1666567055,1.0,10,0.2772727272727272,194853.6115836532,0.01833552735442048,200518.20238748982,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re3.0e-02,,,0.0026667551835915376,0.0004880686487254638,0.1666567055,1.0,10,0.2772727272727272,111949.28520898946,0.02928586925207542,125564.19828358383,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re4.8e-02,,,0.004583486751255351,0.0007964590093939048,0.1666567055,1.0,10,0.2772727272727272,72255.20237655989,0.04779039685228296,76968.48847765377,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re7.6e-02,,,0.008335654676965471,0.001264099131512782,0.1666567055,1.0,10,0.2772727272727272,52164.78825021339,0.07585048124647958,48516.758466734784,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.2e-01,,,0.01191216014985316,0.001994254258510647,0.1666567055,1.0,10,0.2772727272727272,29952.251058741618,0.11966240737374033,30775.069802330396,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.9e-01,,,0.02128867025171996,0.0033707654606309825,0.1666567055,1.0,10,0.2772727272727272,18736.629312023706,0.20225801599270077,18231.75960285509,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re3.1e-01,,,0.03219071681706916,0.005321955342489743,0.1666567055,1.0,10,0.2772727272727272,11365.490822393303,0.31933640632838156,11569.197810913975,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re5.0e-01,,,0.05038059881726328,0.008442764958422326,0.1666567055,1.0,10,0.2772727272727272,7067.957465385323,0.5065961752389451,7314.655702108039,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re7.9e-01,,,0.0825678672980434,0.012921721083857455,0.1666567055,1.0,10,0.2772727272727272,4945.046069727206,0.7753496053513103,4799.799122443306,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.3e+00,,,0.1343190237933486,0.020688147437776392,0.1666567055,1.0,10,0.2772727272727272,3138.299022312871,1.2413630388113241,3020.2059165168807,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.0e+00,,,0.2106400546511055,0.03614667880354608,0.1666567055,1.0,10,0.2772727272727272,1612.145215646282,2.1689303586735114,1753.9551982769894,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re3.2e+00,,,0.3577009610016729,0.05254084127308478,0.1666567055,1.0,10,0.2772727272727272,1295.7644547209327,3.1526389001542325,1225.1870477965813,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re5.2e+00,,,0.6007490077619162,0.0854667126301921,0.1666567055,1.0,10,0.2772727272727272,822.4302253006211,5.1283092614711565,776.0439491562892,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re8.2e+00,,,0.9351640397046055,0.13302003857619832,0.1666567055,1.0,10,0.2772727272727272,528.5105481101709,7.981679355601944,519.8267353501737,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.3e+01,,,1.628935631810272,0.21802449379033448,0.1666567055,1.0,10,0.2772727272727272,342.68362288187024,13.082251514346327,340.2869060491737,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.1e+01,,,2.7330503271894186,0.35332205397481453,0.1666567055,1.0,10,0.2772727272727272,218.93043302561563,21.200590334171373,232.7009935752657,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re3.4e+01,,,5.4173448401462725,0.541067890579863,0.1666567055,1.0,10,0.2772727272727272,185.04738746353274,32.46601383104042,172.5435624246462,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re5.4e+01,,,10.381376696911655,0.9004437429894379,0.1666567055,1.0,10,0.2772727272727272,128.03885473798024,54.029853781637236,127.3598384762412,viscous,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re8.6e+01,,,21.1228083829145,1.4238096757249517,0.1666567055,1.0,10,0.2772727272727272,104.19521603871148,85.43368665864763,102.35417390643339,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.4e+02,,,40.12666738153354,2.199659730970517,0.1666567055,1.0,10,0.2772727272727272,82.93198938810029,131.98747235349117,87.17976345680812,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.2e+02,,,108.88898789234159,3.7827014438187083,0.1666567055,1.0,10,0.2772727272727272,76.09915434798725,226.9756522829325,75.52572988182342,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re3.5e+02,,,239.9184595181908,5.96038211718607,0.1666567055,1.0,10,0.2772727272727272,67.53290910143936,357.6443023581832,69.60930296218271,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re5.6e+02,,,624.9993757391331,9.672141273435736,0.1666567055,1.0,10,0.2772727272727272,66.80889996198106,580.3631629713054,65.66541535401392,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re8.9e+02,,,1474.1122628163746,15.039915867691741,0.1666567055,1.0,10,0.2772727272727272,65.1688031843354,902.4488887242368,63.40510690628419,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.4e+03,,,3017.9525015369886,23.11963981251387,0.1666567055,1.0,10,0.2772727272727272,56.461221903794716,1387.2613011970209,61.98175748883577,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.3e+03,,,8877.15908745063,36.62280206294911,0.1666567055,1.0,10,0.2772727272727272,66.18672062304627,2197.499461727276,61.00487049301848,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re3.6e+03,,,23389.428710812568,62.819029464277435,0.1666567055,1.0,10,0.2772727272727272,59.27030600746214,3769.36705161722,60.30738137630033,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re5.8e+03,,,57766.0017817945,95.6322042045362,0.1666567055,1.0,10,0.2772727272727272,63.16317866689586,5738.275211766753,59.97280571973063,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re9.2e+03,,,131659.5234917186,153.3664280783384,0.1666567055,1.0,10,0.2772727272727272,55.97468691322925,9202.535692651047,59.73168177554012,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.5e+04,,,399032.47484072164,255.74247818179316,0.1666567055,1.0,10,0.2772727272727272,61.01020766727738,15345.46584336465,59.57179716139325,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.4e+04,,,779033.7422446589,364.68606993980904,0.1666567055,1.0,10,0.2772727272727272,58.57575826117306,21882.47204609532,59.500245269508135,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re3.8e+04,,,2423164.682739728,630.9077090836158,0.1666567055,1.0,10,0.2772727272727272,60.87672245629876,37856.725127907666,59.42936916821775,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re6.0e+04,,,5846056.012396505,1008.0130670222476,0.1666567055,1.0,10,0.2772727272727272,57.53480535482083,60484.398992409435,59.39304696509983,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re9.6e+04,,,15371067.605315004,1597.222554969694,0.1666567055,1.0,10,0.2772727272727272,60.25223536118828,95839.08131255445,59.370629855709296,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.5e+05,,,37578133.00658434,2539.6372559760566,0.1666567055,1.0,10,0.2772727272727272,58.262862807111034,152387.34309289802,59.35639849573027,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re2.5e+05,,,102040900.72791274,4245.868068072943,0.1666567055,1.0,10,0.2772727272727272,56.603240257572736,254767.31076223895,59.34670587829469,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re3.9e+05,,,223991739.70312086,6463.831544091654,0.1666567055,1.0,10,0.2772727272727272,53.610757488097754,387853.07346014073,59.34175548913268,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re6.3e+05,,,695474456.054484,10604.279595698612,0.1666567055,1.0,10,0.2772727272727272,61.84702924419146,636294.8051735376,59.338055353734674,inertial,0,TRUE,FALSE
ergun_comb_phi0.277_d10_Re1.0e+06,,,1783127390.9234746,16942.166150033805,0.1666567055,1.0,10,0.2772727272727272,62.121866835814885,1016590.7275800436,59.33589444795735,inertial,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.0e-06,,,2.179904751316195e-07,2.814578962374677e-08,0.1666567055,1.0,6,0.3409090909090909,1651056342.8259096,1.0133089888932228e-06,1623021476.9116943,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.6e-06,,,3.380790658758513e-07,4.500246992763965e-08,0.1666567055,1.0,6,0.3409090909090909,1001605796.8883998,1.6201857510368096e-06,1015082541.2062433,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re2.6e-06,,,5.494789375887858e-07,7.344017955340844e-08,0.1666567055,1.0,6,0.3409090909090909,611272474.837449,2.6440044881389462e-06,622019480.8940395,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re4.1e-06,,,8.606520049624022e-07,1.0833986556549493e-07,0.1666567055,1.0,6,0.3409090909090909,439948914.504528,3.900468279645487e-06,421647406.89058477,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re6.5e-06,,,1.3870127272515643e-06,1.911363833752685e-07,0.1666567055,1.0,6,0.3409090909090909,227795409.6325882,6.8813210774265e-06,238998065.05820897,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.0e-05,,,2.1183557730509404e-06,2.879363926327952e-07,0.1666567055,1.0,6,0.3409090909090909,153305251.6380586,1.0366329699207758e-05,158650416.46605462,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.7e-05,,,3.4804823603729604e-06,4.560914898421393e-07,0.1666567055,1.0,6,0.3409090909090909,100389143.67248617,1.6420275024894428e-05,100158048.37318662,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re2.7e-05,,,5.330629620201445e-06,7.099390070090935e-07,0.1666567055,1.0,6,0.3409090909090909,63458190.045552306,2.555933185691446e-05,64345303.52768223,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re4.2e-05,,,8.335625427417344e-06,1.1263940290909107e-06,0.1666567055,1.0,6,0.3409090909090909,39419286.74550589,4.055260875504025e-05,40555304.65899669,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re6.8e-05,,,1.3101368085962672e-05,1.8143744076066824e-06,0.1666567055,1.0,6,0.3409090909090909,23878886.762015987,6.53213827369226e-05,25177423.608170908,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.1e-04,,,2.3079510798468895e-05,2.852078110904022e-06,0.1666567055,1.0,6,0.3409090909090909,17023741.59454867,0.00010268094892481917,16016848.5844803,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.7e-04,,,3.3693235327412644e-05,4.8707083343482235e-06,0.1666567055,1.0,6,0.3409090909090909,8521375.779002272,0.00017535598053742483,9378792.340547355,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re2.8e-04,,,5.541198139030724e-05,7.52616161739146e-06,0.1666567055,1.0,6,0.3409090909090909,5869591.129875676,0.00027095801257363003,6069686.202118455,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re4.4e-04,,,8.490010536322942e-05,1.1987735221552365e-05,0.1666567055,1.0,6,0.3409090909090909,3544746.6092025544,0.0004315842624725003,3810692.2086395305,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re7.0e-04,,,0.00014926357633630456,1.9996681794901033e-05,0.1666567055,1.0,6,0.3409090909090909,2239696.760715354,0.0007199235722885822,2284469.134960748,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.1e-03,,,0.0002475437699120697,3.1667839433014764e-05,0.1666567055,1.0,6,0.3409090909090909,1481038.6168350475,0.0011401103605644513,1442540.5378852845,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.8e-03,,,0.0003614270560325611,5.1979162693200334e-05,0.1666567055,1.0,6,0.3409090909090909,802626.2362758823,0.001871361702630093,878866.2814025383,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re2.9e-03,,,0.0006809453668733607,8.393645434158041e-05,0.1666567055,1.0,6,0.3409090909090909,579912.2465496857,0.00302189296577378,544264.8741378322,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re4.6e-03,,,0.0011105450912577554,0.00012946574449130806,0.1666567055,1.0,6,0.3409090909090909,397537.1327659205,0.00466104537838622,352873.1818019089,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re7.3e-03,,,0.0016226699367303539,0.00020452620208048777,0.1666567055,1.0,6,0.3409090909090909,232746.70035329182,0.00736338336223097,223380.54423375367,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.2e-02,,,0.0025594937190823517,0.00031757585691955545,0.1666567055,1.0,6,0.3409090909090909,152268.60229480843,0.011433414189969888,143872.60367349425,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.9e-02,,,0.003881303097600448,0.0005212481894098981,0.1666567055,1.0,6,0.3409090909090909,85711.61739065645,0.01876605640964977,87667.24868471241,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re3.0e-02,,,0.006622791933531915,0.0008827323923122805,0.1666567055,1.0,6,0.3409090909090909,50995.7794820651,0.03178026553437229,51778.906570693216,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re4.8e-02,,,0.009986696084527446,0.0013235888392304825,0.1666567055,1.0,6,0.3409090909090909,34203.211908848396,0.04765204623214453,34542.26176257388,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re7.6e-02,,,0.01617619355020124,0.0020662457007891394,0.1666567055,1.0,6,0.3409090909090909,22733.361558754084,0.07438929125317933,22137.43125503339,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.2e-01,,,0.026808576038716298,0.0034517387747839065,0.1666567055,1.0,6,0.3409090909090909,13500.478286612528,0.12427002313869356,13263.375130103133,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.9e-01,,,0.04035660615605453,0.005024022223445707,0.1666567055,1.0,6,0.3409090909090909,9593.184195250335,0.18087561043665443,9121.671050162393,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re3.1e-01,,,0.06139893122239216,0.008523810151497656,0.1666567055,1.0,6,0.3409090909090909,5070.42689327144,0.30687550648231154,5388.360609145493,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re5.0e-01,,,0.110691885284041,0.014010280937913391,0.1666567055,1.0,6,0.3409090909090909,3383.555829096316,0.5044002602552368,3289.6616118064685,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re7.9e-01,,,0.18600168316428764,0.021300342763601588,0.1666567055,1.0,6,0.3409090909090909,2459.7724917109863,0.7668581723020412,2173.7354185233694,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re1.3e+00,,,0.24145219319989805,0.033853722750059205,0.1666567055,1.0,6,0.3409090909090909,1264.065384521367,1.2188068634319382,1378.482364114383,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re2.0e+00,,,0.4580318263195576,0.05416500396739831,0.1666567055,1.0,6,0.3409090909090909,936.719039733395,1.9500566918646416,872.4831959702376,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re3.2e+00,,,0.7036331079595196,0.0890953237074847,0.1666567055,1.0,6,0.3409090909090909,531.848203116802,3.2076233634950153,541.8346876235639,viscous,0,TRUE,FALSE
ergun_comb_phi0.341_d6_Re5.2e+00,,,1.1512859831820446,0.142799309061633,0.1666567055,1.0,6,0.3409090909090909,338.75230217572494,5.141082393290187,349.0097517040001,viscous,0,TRUE,FALSE
