filename,tau,delta_p,dP_L,v,mu,rho,d,phi,f,Re_p,f_ergun,steps,converged,stalled
ergun_full_phi0.341_d6_Re5.8e-06,,,1.2496469882042455e-06,1.613120730385303e-07,0.1666567055,1.0,6,0.3409090909090909,288140862.8927812,5.807581731124415e-06,283185406.15224427,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.1e-05,,,2.1269260368031036e-06,2.9079525394833197e-07,0.1666567055,1.0,6,0.3409090909090909,150913819.1256425,1.0469254858095054e-05,157090695.4976276,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.9e-05,,,3.97902893715546e-06,5.116266845314243e-07,0.1666567055,1.0,6,0.3409090909090909,91205698.29578306,1.8419661531042e-05,89286263.79362768,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re3.4e-05,,,7.207425432317933e-06,9.16559105829842e-07,0.1666567055,1.0,6,0.3409090909090909,51476671.25997129,3.299810000731745e-05,49839935.70806901,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re6.1e-05,,,1.2038802747257861e-05,1.625727334204716e-06,0.1666567055,1.0,6,0.3409090909090909,27329968.646550946,5.8529682174884325e-05,28098972.436018337,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.1e-04,,,2.193284246286387e-05,3.0668868870393157e-06,0.1666567055,1.0,6,0.3409090909090909,13991061.073334211,0.00011041452707845527,14895009.56163701,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.0e-04,,,4.277837281755446e-05,5.623915982692606e-06,0.1666567055,1.0,6,0.3409090909090909,8115174.510695871,0.00020247307658530212,8122700.28339078,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re3.6e-04,,,6.791583889141069e-05,9.624190235650366e-06,0.1666567055,1.0,6,0.3409090909090909,4399404.777610286,0.000346491557244315,4746529.243776422,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re6.4e-04,,,0.00013016185485695237,1.705235540103575e-05,0.1666567055,1.0,6,0.3409090909090909,2685753.9811199023,0.0006139214866827816,2678909.4863077174,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.2e-03,,,0.00022099693162289918,3.1076291121761286e-05,0.1666567055,1.0,6,0.3409090909090909,1373027.1713900776,0.001118813348500806,1469999.258579403,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.1e-03,,,0.0004907559050127043,5.751854264186065e-05,0.1666567055,1.0,6,0.3409090909090909,890022.6046014556,0.002070791300090616,794229.0014512874,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re3.8e-03,,,0.0008316445957986897,0.00010513701788838357,0.1666567055,1.0,6,0.3409090909090909,451416.79301840975,0.0037851588715720856,434521.36897034885,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re6.8e-03,,,0.0014957920254952287,0.00018889925631796498,0.1666567055,1.0,6,0.3409090909090909,251513.886193159,0.00680077968964645,241857.59274184206,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.2e-02,,,0.0024188384150324164,0.00032454808078118987,0.1666567055,1.0,6,0.3409090909090909,137784.38976867238,0.011684429251405903,140782.43279761483,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.2e-02,,,0.004665188529580641,0.000613058856482007,0.1666567055,1.0,6,0.3409090909090909,74475.95964462415,0.022071437976985825,74542.70814164726,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re3.9e-02,,,0.008023116928075209,0.0010887164249070718,0.1666567055,1.0,6,0.3409090909090909,40612.97671207001,0.0391961339319913,41987.898380874096,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re7.1e-02,,,0.014344483453696487,0.0019560004082418325,0.1666567055,1.0,6,0.3409090909090909,22495.63630852635,0.07042022350220402,23383.513897141067,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.3e-01,,,0.023717080533087135,0.0032999006080854858,0.1666567055,1.0,6,0.3409090909090909,13068.049176771594,0.11880352242120203,13872.322651535995,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.3e-01,,,0.05354988924818572,0.006479938335324384,0.1666567055,1.0,6,0.3409090909090909,7651.878778103759,0.2332917232180994,7078.749811459035,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re4.1e-01,,,0.09361745884056022,0.012142878635734355,0.1666567055,1.0,6,0.3409090909090909,3809.472036814664,0.4371697592114355,3791.087887026136,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re7.5e-01,,,0.17171190032370764,0.02126433055834236,0.1666567055,1.0,6,0.3409090909090909,2278.4957101213267,0.7655616554237847,2177.367445838313,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.3e+00,,,0.26122495437208465,0.03650159029524464,0.1666567055,1.0,6,0.3409090909090909,1176.3656649582724,1.3141357925827224,1280.597456930151,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.4e+00,,,0.4881709605013591,0.06715103195541969,0.1666567055,1.0,6,0.3409090909090909,649.5578106498091,2.417581641997106,709.3874774987265,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re4.3e+00,,,1.0104110818211824,0.1196192580563481,0.1666567055,1.0,6,0.3409090909090909,423.6889547620731,4.306550679643002,411.00021368834797,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re7.8e+00,,,1.7997746828848487,0.20834674169518197,0.1666567055,1.0,6,0.3409090909090909,248.76882953970645,7.500931009170175,248.36744945201275,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.4e+01,,,3.964456205070599,0.4062222459029243,0.1666567055,1.0,6,0.3409090909090909,144.14761764387728,14.624874937405657,141.56546684774378,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.5e+01,,,8.302329834152022,0.7157017911472594,0.1666567055,1.0,6,0.3409090909090909,97.2494211922697,25.76680448590505,92.9388741672303,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re4.6e+01,,,18.976183467032648,1.3360554995727485,0.1666567055,1.0,6,0.3409090909090909,63.78390773477212,48.10087282948535,63.30281345866197,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re8.2e+01,,,45.12456560278403,2.369103979224007,0.1666567055,1.0,6,0.3409090909090909,48.238749405688154,85.29284094928927,48.39377009893647,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.5e+02,,,111.86607038688356,4.043601647832005,0.1666567055,1.0,6,0.3409090909090909,41.04997558924051,145.5783601038005,40.40886504725486,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.7e+02,,,302.6974301067537,7.266251432177589,0.1666567055,1.0,6,0.3409090909090909,34.3984711834865,261.600686646632,35.39846939726538,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re4.8e+02,,,828.869982656801,13.079900905342456,0.1666567055,1.0,6,0.3409090909090909,29.06891051225694,470.90457714619066,32.60417819224889,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re8.6e+02,,,2807.6883309134505,24.05560533591661,0.1666567055,1.0,6,0.3409090909090909,29.111700021249423,866.053553515731,31.01068814357571,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.6e+03,,,10011.159574396232,43.02920399503182,0.1666567055,1.0,6,0.3409090909090909,32.442103850708534,1549.1439315065,30.17333664094982,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.8e+03,,,28206.44528575521,76.50538863808839,0.1666567055,1.0,6,0.3409090909090909,28.914491347145788,2754.358610722269,29.70880177794139,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re5.0e+03,,,107045.66184947819,145.73684087894694,0.1666567055,1.0,6,0.3409090909090909,30.23998836992286,5246.839859519973,29.42515375483081,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re9.1e+03,,,322480.93780719786,259.3231930177443,0.1666567055,1.0,6,0.3409090909090909,28.77216735500553,9336.192944882532,29.287859255750625,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.6e+04,,,1011234.9539075651,463.6434745372815,0.1666567055,1.0,6,0.3409090909090909,28.22506948049786,16692.16272383165,29.210230314630778,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re2.9e+04,,,3203415.0639352784,799.740580876398,0.1666567055,1.0,6,0.3409090909090909,30.051502900734153,28792.38174583013,29.168823751525405,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re5.3e+04,,,10510067.869374538,1443.0443950515457,0.1666567055,1.0,6,0.3409090909090909,30.282894690964543,51952.70327907253,29.143359847049858,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re9.5e+04,,,36029099.87900504,2841.5533094903944,0.1666567055,1.0,6,0.3409090909090909,26.772753927822542,102302.03342728605,29.127779847716933,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.7e+05,,,111227944.17239636,4654.9363704866155,0.1666567055,1.0,6,0.3409090909090909,30.79907425447072,167587.7255531113,29.1215172041662,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re3.1e+05,,,374537283.6365803,8533.811480019425,0.1666567055,1.0,6,0.3409090909090909,30.85746304017804,307235.57582935994,29.11705667175692,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re5.6e+05,,,1105456885.1291056,14968.987745131211,0.1666567055,1.0,6,0.3409090909090909,29.60112341828937,538915.7682034418,29.114755427775,0,TRUE,FALSE
ergun_full_phi0.341_d6_Re1.0e+06,,,3736018911.9271007,27650.944380776928,0.1666567055,1.0,6,0.3409090909090909,29.318407650997703,995493.4953677071,29.113355770974746,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.0e-06,,,4.34043943797048e-08,1.683204362843693e-08,0.1666567055,1.0,10,0.3409090909090909,1532004371.6505046,1.0099829813590626e-06,1628366301.1940026,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.8e-06,,,8.53926201186367e-08,2.9050069906340243e-08,0.1666567055,1.0,10,0.3409090909090909,1011872925.3681256,1.7431083747386476e-06,943499725.4336886,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re3.2e-06,,,1.5013417993064304e-07,5.448554798483686e-08,0.1666567055,1.0,10,0.3409090909090909,505727919.03817785,3.2693282770333445e-06,503045940.3392501,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re5.8e-06,,,2.7091759412774416e-07,9.709704139713035e-08,0.1666567055,1.0,10,0.3409090909090909,287359273.1012618,5.826170696571844e-06,282281875.6065085,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.1e-05,,,4.4079260642907004e-07,1.6905922730904273e-07,0.1666567055,1.0,10,0.3409090909090909,154225626.0854302,1.0144159924548774e-05,162125058.13872567,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.9e-05,,,9.0487534750899e-07,3.27653460456516e-07,0.1666567055,1.0,10,0.3409090909090909,84286736.42831762,1.9660382669481966e-05,83651616.6657499,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re3.4e-05,,,1.5472251044580595e-06,5.818568015215444e-07,0.1666567055,1.0,10,0.3409090909090909,45700533.79994194,3.491349476613435e-05,47105660.708844356,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re6.1e-05,,,2.9674337013433528e-06,1.064128223510795e-06,0.1666567055,1.0,10,0.3409090909090909,26205539.23767543,6.385150962382339e-05,25757011.709474646,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.1e-04,,,5.2535318419976544e-06,1.8648592366870736e-06,0.1666567055,1.0,10,0.3409090909090909,15106340.061830454,0.00011189824202345543,14697509.541087816,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.0e-04,,,8.066550451287253e-06,3.2308071203414128e-06,0.1666567055,1.0,10,0.3409090909090909,7727976.481056298,0.00019386001365192068,8483584.80346783,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re3.6e-04,,,1.7151764963643985e-05,5.767808805274741e-06,0.1666567055,1.0,10,0.3409090909090909,5155693.668868226,0.0003460892130304796,4752047.2628079485,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re6.4e-04,,,3.003589758477905e-05,1.1150127327651815e-05,0.1666567055,1.0,10,0.3409090909090909,2415911.166960323,0.0006690476266286095,2458183.2950009685,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.2e-03,,,5.5224204693460395e-05,1.9130313567847345e-05,0.1666567055,1.0,10,0.3409090909090909,1508986.2858660445,0.0011478874198582634,1432767.3696291146,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.1e-03,,,8.881153371015004e-05,3.4576222493722145e-05,0.1666567055,1.0,10,0.3409090909090909,742872.499972114,0.0020746973480597303,792733.7554727256,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re3.8e-03,,,0.0001824148327861473,6.497995839186639e-05,0.1666567055,1.0,10,0.3409090909090909,432017.45243035036,0.0038990305368700805,421831.9692782514,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re6.8e-03,,,0.00028181319987955166,0.00010442994585258889,0.1666567055,1.0,10,0.3409090909090909,258411.13618581262,0.006266171261413114,262489.5765731775,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.2e-02,,,0.0005717866751229298,0.00020361090330721504,0.1666567055,1.0,10,0.3409090909090909,137921.4991469551,0.012217384394846029,134642.39463486988,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.2e-02,,,0.0009738313519915278,0.0003666322608642643,0.1666567055,1.0,10,0.3409090909090909,72447.33233401769,0.02199925048105936,74787.2141962495,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re3.9e-02,,,0.0018224332380025327,0.0006547255177952173,0.1666567055,1.0,10,0.3409090909090909,42514.1100106135,0.039285879066847225,41892.04722371083,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re7.1e-02,,,0.003160450039816612,0.0011732615581879562,0.1666567055,1.0,10,0.3409090909090909,22959.331931595534,0.07039990108216534,23390.255639158193,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.3e-01,,,0.005792567648156161,0.0022106447920773355,0.1666567055,1.0,10,0.3409090909090909,11853.133708952493,0.13264661541490363,12427.635533942646,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.3e-01,,,0.009429711112969525,0.003792903717407615,0.1666567055,1.0,10,0.3409090909090909,6554.729158653307,0.22758782528601076,7255.430686959588,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re4.1e-01,,,0.02018318161487404,0.007012813301544682,0.1666567055,1.0,10,0.3409090909090909,4103.9784727111055,0.42079394768455214,3937.490688886049,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re7.5e-01,,,0.03672072804019312,0.012627266954611641,0.1666567055,1.0,10,0.3409090909090909,2302.9926877715275,0.757681301615052,2199.7106332491376,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.3e+00,,,0.064696198153377,0.022658140321739014,0.1666567055,1.0,10,0.3409090909090909,1260.1731909985601,1.3595696767052086,1238.7755042437486,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.4e+00,,,0.11521203108113667,0.04082972864866595,0.1666567055,1.0,10,0.3409090909090909,691.1062899367381,2.449930143894867,700.4052205088907,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re4.3e+00,,,0.21839866773480204,0.0750936461195794,0.1666567055,1.0,10,0.3409090909090909,387.29652593724023,4.505888070587079,394.1057285126561,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re7.8e+00,,,0.4043970650588175,0.12484957620122865,0.1666567055,1.0,10,0.3409090909090909,259.43815670192106,7.491422311911035,248.64574593856017,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.4e+01,,,0.8194877392106367,0.2482398286067035,0.1666567055,1.0,10,0.3409090909090909,132.98404376477535,14.895279962599734,139.52401057887977,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.5e+01,,,1.6159223124336393,0.42145768406132617,0.1666567055,1.0,10,0.3409090909090909,90.97300175445042,25.288972489698363,94.14488063061015,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re4.6e+01,,,3.7186993518886178,0.7523825324614195,0.1666567055,1.0,10,0.3409090909090909,65.69217777915618,45.145650167758745,65.54095471926993,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re8.2e+01,,,8.569412502393815,1.3198880371118071,0.1666567055,1.0,10,0.3409090909090909,49.190004642149376,79.19801565451004,49.87765609065051,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.5e+02,,,22.049206385093278,2.3601288403577922,0.1666567055,1.0,10,0.3409090909090909,39.58416960136653,141.61619439655803,40.72493924664523,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.7e+02,,,61.82196314573277,4.284514353358224,0.1666567055,1.0,10,0.3409090909090909,33.677480065060266,257.08622647399113,35.50886563952063,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re4.8e+02,,,200.38146156920317,7.590413311619278,0.1666567055,1.0,10,0.3409090909090909,34.779768800454264,455.452019698018,32.72267072348479,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re8.6e+02,,,600.9038017134593,14.6091669349528,0.1666567055,1.0,10,0.3409090909090909,28.154903834575588,876.6024079932864,30.987836152378,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.6e+03,,,1889.5715364068826,25.441117639437355,0.1666567055,1.0,10,0.3409090909090909,29.193822692987695,1526.5582961759287,30.18904364305752,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.8e+03,,,5764.601428254702,45.66979964389185,0.1666567055,1.0,10,0.3409090909090909,27.63828382054742,2740.3517612372248,29.711853744835555,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re5.0e+03,,,21269.950058051203,85.85769375697825,0.1666567055,1.0,10,0.3409090909090909,28.854133242385117,5151.769531228268,29.43093813611632,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re9.1e+03,,,70616.17629665745,153.23890342422587,0.1666567055,1.0,10,0.3409090909090909,30.072264100779666,9194.883756071002,29.290566456714195,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.6e+04,,,214346.60800487408,283.4713676805876,0.1666567055,1.0,10,0.3409090909090909,26.674618515030087,17009.298655588005,29.208393300113492,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re2.9e+04,,,827048.8730222041,515.8932645929042,0.1666567055,1.0,10,0.3409090909090909,31.075022982382873,30955.445989714717,29.16483239139145,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re5.3e+04,,,2640397.0254709385,896.7955191378036,0.1666567055,1.0,10,0.3409090909090909,32.830868799766044,53810.94726715353,29.14226667101327,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re9.5e+04,,,7737407.682568857,1596.6761157226288,0.1666567055,1.0,10,0.3409090909090909,30.350218545218816,95806.29299807134,29.1288698226585,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.7e+05,,,24062211.468922228,2794.1175427332905,0.1666567055,1.0,10,0.3409090909090909,30.820962365906997,167657.0729242749,29.121513145044517,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re3.1e+05,,,76048592.68547857,5168.577959381079,0.1666567055,1.0,10,0.3409090909090909,28.467480976822245,310133.21329462377,29.11700665789153,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re5.6e+05,,,279035986.7439915,9864.7229764637,0.1666567055,1.0,10,0.3409090909090909,28.674141855358116,591918.7557960997,29.114482163088752,0,TRUE,FALSE
ergun_full_phi0.341_d10_Re1.0e+06,,,801096363.7113131,16670.10153793722,0.1666567055,1.0,10,0.3409090909090909,28.827585583721138,1000265.875166794,29.11334788877796,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.0e-06,,,1.0369773619893266e-07,2.7153513381999246e-08,0.1666567055,1.0,6,0.40454545454545454,843856236.5380915,9.775849090692333e-07,821735464.7359512,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.8e-06,,,1.9351437319339043e-07,5.112240863069877e-08,0.1666567055,1.0,6,0.40454545454545454,444264757.6345321,1.8405167128675337e-06,436462324.7040274,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re3.2e-06,,,3.2798158614230327e-07,8.385988383273435e-08,0.1666567055,1.0,6,0.40454545454545454,279828664.17972803,3.0191362626954493e-06,266074847.84015778,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re5.8e-06,,,5.611261596948942e-07,1.6034882848639508e-07,0.1666567055,1.0,6,0.40454545454545454,130942365.94487293,5.772902854595133e-06,139152915.83475274,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.1e-05,,,1.1361539931271124e-06,2.9703538279504074e-07,0.1666567055,1.0,6,0.40454545454545454,77263091.00285153,1.069391292371518e-05,75119027.8274422,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.9e-05,,,2.14176821660928e-06,5.089525000982614e-07,0.1666567055,1.0,6,0.40454545454545454,49609998.704067156,1.8323385137296913e-05,43841051.01562372,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re3.4e-05,,,3.1088646744090318e-06,9.116463794361982e-07,0.1666567055,1.0,6,0.40454545454545454,22443999.243901964,3.282123128623342e-05,24475519.634318754,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re6.1e-05,,,6.563381659021966e-06,1.6438722947811854e-06,0.1666567055,1.0,6,0.40454545454545454,14572791.702680664,5.918293979888563e-05,13573457.290440192,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.1e-04,,,1.1124030050276909e-05,3.0474285033930233e-06,0.1666567055,1.0,6,0.40454545454545454,7186978.624356932,0.00010971398339779458,7321928.127357899,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re2.0e-04,,,1.9869512991235366e-05,5.50470487173905e-06,0.1666567055,1.0,6,0.40454545454545454,3934326.4576161476,0.00019818122007958627,4053458.2090686313,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re3.6e-04,,,3.5023187402633884e-05,9.724554253335771e-06,0.1666567055,1.0,6,0.40454545454545454,2222120.0150625845,0.0003501048778383215,2294517.2587793316,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re6.4e-04,,,7.14459029074632e-05,1.8256016331860444e-05,0.1666567055,1.0,6,0.40454545454545454,1286223.8202650968,0.0006572558701585677,1222243.2014529856,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.2e-03,,,0.00011731831701587707,3.1171284781415765e-05,0.1666567055,1.0,6,0.40454545454545454,724448.7523503609,0.0011222333246500818,715834.9513228481,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re2.1e-03,,,0.00020894160425452449,5.9304807399412905e-05,0.1666567055,1.0,6,0.40454545454545454,356448.15872449527,0.0021351006749409035,376258.50085143826,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re3.8e-03,,,0.00036265089880996743,0.00010270504333176717,0.1666567055,1.0,6,0.40454545454545454,206279.6891345459,0.003697602554555496,217268.98981477588,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re6.8e-03,,,0.0006750131260881905,0.0001805669152921132,0.1666567055,1.0,6,0.40454545454545454,124218.73743359113,0.006500797483679283,123587.68197808159,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.2e-02,,,0.0012688194105555531,0.0003305118066847788,0.1666567055,1.0,6,0.40454545454545454,69691.06606733738,0.011899136216326277,67526.20050226344,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re2.2e-02,,,0.002308164563110645,0.0006077342892098482,0.1666567055,1.0,6,0.40454545454545454,37496.483312150056,0.02187974209810051,36730.80522755553,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re3.9e-02,,,0.003913438568023643,0.0010854457365547948,0.1666567055,1.0,6,0.40454545454545454,19929.36847272336,0.039078382113636394,20572.27541299406,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re7.1e-02,,,0.007319040260768888,0.001965866429834521,0.1666567055,1.0,6,0.40454545454545454,11363.11425606697,0.07077542150866006,11365.953190602935,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.3e-01,,,0.013230957116785597,0.0034742258418262416,0.1666567055,1.0,6,0.40454545454545454,6576.978461102545,0.12507960593855283,6438.17855268003,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re2.3e-01,,,0.024600116118896148,0.006532823584072145,0.1666567055,1.0,6,0.40454545454545454,3458.490177944565,0.23519570596835584,3431.2615548796575,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re4.1e-01,,,0.04399328129387944,0.012106472161135572,0.1666567055,1.0,6,0.40454545454545454,1800.9530476879368,0.4358590477885898,1858.8033978401206,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re7.5e-01,,,0.07775358834836464,0.0210278433037247,0.1666567055,1.0,6,0.40454545454545454,1055.0723147201952,0.7570476053983209,1076.856392906357,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.3e+00,,,0.13744235097886387,0.03753082104721447,0.1666567055,1.0,6,0.40454545454545454,585.4579326089477,1.351190314291235,610.2640905309646,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re2.4e+00,,,0.27299582052836985,0.06937117063613099,0.1666567055,1.0,6,0.40454545454545454,340.3683756363094,2.497511411665257,337.3859217549342,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re4.3e+00,,,0.4755136225731355,0.12517078345751007,0.1666567055,1.0,6,0.40454545454545454,182.09929838103025,4.5064175395274475,193.9997581930626,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re7.8e+00,,,0.8769996152781189,0.21421931945940884,0.1666567055,1.0,6,0.40454545454545454,114.66566198412931,7.712356444946362,119.89890110727065,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.4e+01,,,1.7596722813458483,0.3851918855357564,0.1666567055,1.0,6,0.40454545454545454,71.15882758435932,13.867736712307316,73.6662584737034,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re2.5e+01,,,3.9002164151997802,0.7020311023183993,0.1666567055,1.0,6,0.40454545454545454,47.48180823622489,25.274630272289855,47.52277217501519,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re4.6e+01,,,8.676446646519425,1.2668115812155778,0.1666567055,1.0,6,0.40454545454545454,32.43912273143276,45.607942773676555,33.35278842306591,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re8.2e+01,,,23.371074053122243,2.29618613705466,0.1666567055,1.0,6,0.40454545454545454,26.595964259675625,82.66764173091109,25.45669338872906,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.5e+02,,,56.864897341551064,4.000632962783771,0.1666567055,1.0,6,0.40454545454545454,21.317589348937904,144.0313949845998,21.316642202835695,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re2.7e+02,,,174.48661455664475,7.383094029163807,0.1666567055,1.0,6,0.40454545454545454,19.205984222376145,265.807271553096,18.76144895513095,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re4.8e+02,,,512.7164449463787,13.295069222342953,0.1666567055,1.0,6,0.40454545454545454,17.40392855978063,478.65109954461275,17.41756535566024,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re8.6e+02,,,1509.5190558516097,23.27710318994092,0.1666567055,1.0,6,0.40454545454545454,16.715985528313844,838.0258011259291,16.697855314492664,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re1.6e+03,,,4906.274815001426,41.99038177847272,0.1666567055,1.0,6,0.40454545454545454,16.695655485591086,1511.7440964344294,16.270657343651962,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re2.8e+03,,,16063.675470052762,77.47029865409705,0.1666567055,1.0,6,0.40454545454545454,16.05926673680586,2789.0974475346407,16.027293759186517,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re5.0e+03,,,51187.01821526609,136.2034253813767,0.1666567055,1.0,6,0.40454545454545454,16.555222509629573,4903.616388170232,15.903094811869707,0,TRUE,FALSE
ergun_full_phi0.405_d6_Re9.1e+03,,,182056.38928192962,257.12150046156086,0.1666567055,1.0,6,0.40454545454545454,16.52267604681635,9256.92727538866,15.826053644545038,0,TRUE,FALSE
