π1,π2,π3,π4,f
1.8491536039,0.0000421936,0.6256684492,0.5508021390,0.0111980160
1.4699829621,0.0000558395,0.6256684492,0.5508021390,0.0114857226
1.1208227512,0.0000715283,0.6256684492,0.5508021390,0.0113511235
0.8443140914,0.0000854067,0.6256684492,0.5508021390,0.0107653821
0.6821678163,0.0001124680,0.6256684492,0.5508021390,0.0111043120
0.5593380540,0.0001431128,0.6256684492,0.5508021390,0.0113424785
0.4162135010,0.0001870960,0.6256684492,0.5508021390,0.0111872095
0.3061924652,0.0002348737,0.6256684492,0.5508021390,0.0107509269
0.2528579976,0.0002907562,0.6256684492,0.5508021390,0.0108701205
0.1967643184,0.0003581324,0.6256684492,0.5508021390,0.0106420788
0.1587871584,0.0004906286,0.6256684492,0.5508021390,0.0111896264
0.1161470402,0.0005805662,0.6256684492,0.5508021390,0.0104102565
0.0980866529,0.0007135478,0.6256684492,0.5508021390,0.0106059113
0.0781590358,0.0009134560,0.6256684492,0.5508021390,0.0107118600
0.0629238612,0.0012137814,0.6256684492,0.5508021390,0.0110792257
0.0481533406,0.0015028690,0.6256684492,0.5508021390,0.0107846304
0.0404824276,0.0020625745,0.6256684492,0.5508021390,0.0115842944
0.0315509909,0.0024246977,0.6256684492,0.5508021390,0.0110883464
0.0248265641,0.0032287829,0.6256684492,0.5508021390,0.0113503491
0.0190905734,0.0040004041,0.6256684492,0.5508021390,0.0110788046
0.0154973971,0.0049462785,0.6256684492,0.5508021390,0.0110994165
10.1058925774,0.0000032389,0.7005347594,0.4759358289,0.0072530021
7.5276468648,0.0000040805,0.7005347594,0.4759358289,0.0070261416
6.2780095534,0.0000052268,0.7005347594,0.4759358289,0.0072620889
4.7060345242,0.0000069379,0.7005347594,0.4759358289,0.0072439291
3.3697531131,0.0000087714,0.7005347594,0.4759358289,0.0068923233
2.7223014584,0.0000107306,0.7005347594,0.4759358289,0.0068518956
2.2480813717,0.0000135927,0.7005347594,0.4759358289,0.0070079402
1.8016584569,0.0000174056,0.7005347594,0.4759358289,0.0070992411
1.3985250164,0.0000210266,0.7005347594,0.4759358289,0.0068746520
1.1690468466,0.0000297643,0.7005347594,0.4759358289,0.0074781654
0.8032484821,0.0000303187,0.7005347594,0.4759358289,0.0062562192
0.6880068348,0.0000427254,0.7005347594,0.4759358289,0.0068733890
0.5313186395,0.0000552737,0.7005347594,0.4759358289,0.0068701832
0.4243911981,0.0000755245,0.7005347594,0.4759358289,0.0071772577
0.3227453838,0.0000858961,0.7005347594,0.4759358289,0.0066749529
0.2580043507,0.0001086187,0.7005347594,0.4759358289,0.0067111552
0.1905924364,0.0001301420,0.7005347594,0.4759358289,0.0063138315
0.1601692945,0.0001736411,0.7005347594,0.4759358289,0.0066857070
0.1262499045,0.0002240230,0.7005347594,0.4759358289,0.0067420713
0.0956068948,0.0002876604,0.7005347594,0.4759358289,0.0066483846
0.0821864129,0.0003725188,0.7005347594,0.4759358289,0.0070146434
0.0633297053,0.0004678954,0.7005347594,0.4759358289,0.0069009613
0.0490694948,0.0006163430,0.7005347594,0.4759358289,0.0069718579
0.0379647227,0.0007487986,0.7005347594,0.4759358289,0.0067593372
0.0300864419,0.0009806230,0.7005347594,0.4759358289,0.0068860147
0.0241706752,0.0011813885,0.7005347594,0.4759358289,0.0067744220
0.0186861917,0.0014090778,0.7005347594,0.4759358289,0.0065051808
0.0152350175,0.0017775880,0.7005347594,0.4759358289,0.0065973347
0.0109681961,0.0024996851,0.7005347594,0.4759358289,0.0066380686
0.0090330045,0.0032077399,0.7005347594,0.4759358289,0.0068241282
10.4581287411,0.0000033966,0.7005347594,0.4759358289,0.0075558070
6.7388794372,0.0000038063,0.7005347594,0.4759358289,0.0064206003
5.3866739091,0.0000050361,0.7005347594,0.4759358289,0.0066029758
4.7860923713,0.0000066970,0.7005347594,0.4759358289,0.0071773166
3.8582064545,0.0000086299,0.7005347594,0.4759358289,0.0073151972
2.5656805896,0.0000098484,0.7005347594,0.4759358289,0.0063725985
2.2981948214,0.0000131917,0.7005347594,0.4759358289,0.0069803217
1.7688563713,0.0000162492,0.7005347594,0.4759358289,0.0067966225
1.3715346342,0.0000220326,0.7005347594,0.4759358289,0.0069689518
1.1290562150,0.0000263415,0.7005347594,0.4759358289,0.0069136862
0.8216265624,0.0000314435,0.7005347594,0.4759358289,0.0064436847
0.7084498132,0.0000423224,0.7005347594,0.4759358289,0.0069417828
0.5322575074,0.0000547008,0.7005347594,0.4759358289,0.0068405186
0.4295061168,0.0000664664,0.7005347594,0.4759358289,0.0067735662
0.3249578712,0.0000815076,0.7005347594,0.4759358289,0.0065244521
0.2437615155,0.0001037423,0.7005347594,0.4759358289,0.0063751745
0.2272947274,0.0001637643,0.7005347594,0.4759358289,0.0077345626
0.1510661164,0.0001730652,0.7005347594,0.4759358289,0.0064821622
0.1185905440,0.0002093953,0.7005347594,0.4759358289,0.0063174237
0.1039290312,0.0002936142,0.7005347594,0.4759358289,0.0070030694
0.0736598553,0.0003551120,0.7005347594,0.4759358289,0.0064837996
0.0653210677,0.0004983349,0.7005347594,0.4759358289,0.0072330055
0.0449037311,0.0006019849,0.7005347594,0.4759358289,0.0065912154
0.0397510401,0.0007333235,0.7005347594,0.4759358289,0.0068446860
0.0323643578,0.0008494356,0.7005347594,0.4759358289,0.0066470695
0.0236342402,0.0011714936,0.7005347594,0.4759358289,0.0066707131
0.0195809706,0.0014445014,0.7005347594,0.4759358289,0.0067422923
0.0158358502,0.0019744999,0.7005347594,0.4759358289,0.0070889308
0.0118975271,0.0023684940,0.7005347594,0.4759358289,0.0067297042
0.0095835858,0.0032011307,0.7005347594,0.4759358289,0.0070217798
6.2920763641,0.0000018294,0.7754010695,0.4010695187,0.0043010850
4.4463341978,0.0000025383,0.7754010695,0.4010695187,0.0042589397
3.8707662395,0.0000031020,0.7754010695,0.4010695187,0.0043929220
2.7863411089,0.0000040211,0.7754010695,0.4010695187,0.0042434585
2.2377244141,0.0000047535,0.7754010695,0.4010695187,0.0041346916
1.7031184459,0.0000061291,0.7754010695,0.4010695187,0.0040959303
1.4137259538,0.0000074397,0.7754010695,0.4010695187,0.0041114159
1.0655729247,0.0000100948,0.7754010695,0.4010695187,0.0041578696
0.8642453026,0.0000131730,0.7754010695,0.4010695187,0.0042775276
0.7347159876,0.0000191160,0.7754010695,0.4010695187,0.0047510491
0.4854761873,0.0000201394,0.7754010695,0.4010695187,0.0039640500
0.4520309529,0.0000246401,0.7754010695,0.4010695187,0.0042309366
0.3109717311,0.0000321503,0.7754010695,0.4010695187,0.0040085245
0.2483574532,0.0000418472,0.7754010695,0.4010695187,0.0040869870
0.1992461783,0.0000544854,0.7754010695,0.4010695187,0.0041770184
0.1462616868,0.0000643845,0.7754010695,0.4010695187,0.0038903386
0.1279770960,0.0000862774,0.7754010695,0.4010695187,0.0042125606
0.1149696925,0.0001176363,0.7754010695,0.4010695187,0.0046622313
0.0860738054,0.0001495420,0.7754010695,0.4010695187,0.0045482940
0.0627796725,0.0001743363,0.7754010695,0.4010695187,0.0041940624
0.0480668793,0.0002401442,0.7754010695,0.4010695187,0.0043071551
0.0389473564,0.0002952266,0.7754010695,0.4010695187,0.0042988098
0.0311230883,0.0003459819,0.7754010695,0.4010695187,0.0041600593
0.0249474779,0.0004576885,0.7754010695,0.4010695187,0.0042838063
0.0191844371,0.0005809469,0.7754010695,0.4010695187,0.0042322784
0.0149134339,0.0007478643,0.7754010695,0.4010695187,0.0042338135
0.0113812929,0.0009213867,0.7754010695,0.4010695187,0.0041053318
0.0092418319,0.0011333017,0.7754010695,0.4010695187,0.0041028279
0.0071971757,0.0016144804,0.7754010695,0.4010695187,0.0043214444
0.0060515281,0.0021232698,0.7754010695,0.4010695187,0.0045442960
6.2940009143,0.0000019863,0.7754010695,0.4010695187,0.0044824391
4.7102135246,0.0000024086,0.7754010695,0.4010695187,0.0042700810
3.8822402261,0.0000035103,0.7754010695,0.4010695187,0.0046799611
2.9082627168,0.0000039245,0.7754010695,0.4010695187,0.0042829398
2.0092215690,0.0000049044,0.7754010695,0.4010695187,0.0039796013
1.7166406084,0.0000064334,0.7754010695,0.4010695187,0.0042130138
1.4342533008,0.0000080330,0.7754010695,0.4010695187,0.0043031082
1.0237305278,0.0000100881,0.7754010695,0.4010695187,0.0040740747
0.8562963263,0.0000134135,0.7754010695,0.4010695187,0.0042965050
0.7584942763,0.0000173583,0.7754010695,0.4010695187,0.0046000401
0.4935274456,0.0000209181,0.7754010695,0.4010695187,0.0040733191
0.4435297819,0.0000273744,0.7754010695,0.4010695187,0.0044173816
0.3057731563,0.0000305558,0.7754010695,0.4010695187,0.0038750539
0.2522244743,0.0000445266,0.7754010695,0.4010695187,0.0042484913
0.1970612063,0.0000589781,0.7754010695,0.4010695187,0.0043219281
0.1853936332,0.0000806056,0.7754010695,0.4010695187,0.0049007390
0.1219592683,0.0000835462,0.7754010695,0.4010695187,0.0040467111
0.1053925000,0.0001190882,0.7754010695,0.4010695187,0.0044912868
0.0781813714,0.0001308357,0.7754010695,0.4010695187,0.0040545840
0.0523435355,0.0001554043,0.7754010695,0.4010695187,0.0036157182
0.0527461425,0.0002298765,0.7754010695,0.4010695187,0.0044144246
0.0362688053,0.0002623718,0.7754010695,0.4010695187,0.0039107199
0.0267928202,0.0003628806,0.7754010695,0.4010695187,0.0039529616
0.0239333156,0.0004506416,0.7754010695,0.4010695187,0.0041634042
0.0185229588,0.0005824244,0.7754010695,0.4010695187,0.0041639592
0.0149852419,0.0007512997,0.7754010695,0.4010695187,0.0042537306
0.0118320459,0.0009548981,0.7754010695,0.4010695187,0.0042612786
0.0101630728,0.0011510339,0.7754010695,0.4010695187,0.0043359879
0.0068273113,0.0013200845,0.7754010695,0.4010695187,0.0038058985
0.0051717143,0.0019031573,0.7754010695,0.4010695187,0.0039772792
3.4733025310,0.0000011893,0.8502673797,0.3262032086,0.0025765603
2.9773648964,0.0000015592,0.8502673797,0.3262032086,0.0027314605
2.3503546069,0.0000019385,0.8502673797,0.3262032086,0.0027059951
1.8393390035,0.0000026614,0.8502673797,0.3262032086,0.0028049220
1.4690331771,0.0000032787,0.8502673797,0.3262032086,0.0027822647
1.1155236533,0.0000045357,0.8502673797,0.3262032086,0.0028516290
0.8581548550,0.0000052488,0.8502673797,0.3262032086,0.0026905770
0.6897764933,0.0000077818,0.8502673797,0.3262032086,0.0029371465
0.5672067786,0.0000082944,0.8502673797,0.3262032086,0.0027497531
0.4107655286,0.0000105001,0.8502673797,0.3262032086,0.0026328463
0.3347922193,0.0000134147,0.8502673797,0.3262032086,0.0026866420
0.2541277982,0.0000171864,0.8502673797,0.3262032086,0.0026494157
0.2161347966,0.0000227082,0.8502673797,0.3262032086,0.0028085705
0.1633222357,0.0000275947,0.8502673797,0.3262032086,0.0026913280
0.1331559945,0.0000377191,0.8502673797,0.3262032086,0.0028411381
0.0978306118,0.0000452629,0.8502673797,0.3262032086,0.0026677187
0.0733655455,0.0000514159,0.8502673797,0.3262032086,0.0024622172
0.0582030935,0.0000660151,0.8502673797,0.3262032086,0.0024849989
0.0519111215,0.0000876112,0.8502673797,0.3262032086,0.0027035944
0.0394343462,0.0001132749,0.8502673797,0.3262032086,0.0026793885
0.0327410146,0.0001467342,0.8502673797,0.3262032086,0.0027787102
0.0251935184,0.0001904181,0.8502673797,0.3262032086,0.0027767067
0.0185661232,0.0002332594,0.8502673797,0.3262032086,0.0026382239
0.0150441523,0.0002840302,0.8502673797,0.3262032086,0.0026205812
0.0117855934,0.0003875165,0.8502673797,0.3262032086,0.0027092701
0.0100319610,0.0004704256,0.8502673797,0.3262032086,0.0027540376
0.0075957693,0.0006083501,0.8502673797,0.3262032086,0.0027251736
0.0060195961,0.0007541275,0.8502673797,0.3262032086,0.0027010806
0.0046383639,0.0009301573,0.8502673797,0.3262032086,0.0026332500
0.0035270189,0.0011735113,0.8502673797,0.3262032086,0.0025791643
3.6655247797,0.0000012001,0.8502673797,0.3262032086,0.0026589391
3.1366584078,0.0000015412,0.8502673797,0.3262032086,0.0027873485
2.1225500315,0.0000019749,0.8502673797,0.3262032086,0.0025956035
1.7723000428,0.0000023074,0.8502673797,0.3262032086,0.0025636556
1.3836015450,0.0000033353,0.8502673797,0.3262032086,0.0027233575
1.1455796762,0.0000041260,0.8502673797,0.3262032086,0.0027561803
0.8547418053,0.0000047416,0.8502673797,0.3262032086,0.0025521696
0.6595194058,0.0000064523,0.8502673797,0.3262032086,0.0026151903
0.4751336872,0.0000070223,0.8502673797,0.3262032086,0.0023156841
0.4150968653,0.0000106550,0.8502673797,0.3262032086,0.0026661422
0.3564349622,0.0000127460,0.8502673797,0.3262032086,0.0027021473
0.2622873945,0.0000167537,0.8502673797,0.3262032086,0.0026575137
0.1907788065,0.0000207857,0.8502673797,0.3262032086,0.0025245177
0.1625163920,0.0000281185,0.8502673797,0.3262032086,0.0027100411
0.1340915914,0.0000374664,0.8502673797,0.3262032086,0.0028415368
0.0949508255,0.0000424578,0.8502673797,0.3262032086,0.0025454211
0.0703531506,0.0000542420,0.8502673797,0.3262032086,0.0024765154
0.0597534240,0.0000647727,0.8502673797,0.3262032086,0.0024940718
0.0515973873,0.0000920308,0.8502673797,0.3262032086,0.0027625620
0.0377974284,0.0001180754,0.8502673797,0.3262032086,0.0026781959
0.0299748909,0.0001344791,0.8502673797,0.3262032086,0.0025452924
0.0254637285,0.0001840251,0.8502673797,0.3262032086,0.0027442966
0.0201601490,0.0002303780,0.8502673797,0.3262032086,0.0027321143
0.0149488922,0.0002898851,0.8502673797,0.3262032086,0.0026390578
0.0108885907,0.0003730149,0.8502673797,0.3262032086,0.0025549384
0.0081522562,0.0004537721,0.8502673797,0.3262032086,0.0024383122
0.0068636217,0.0005299290,0.8502673797,0.3262032086,0.0024177813
0.0060119573,0.0007509462,0.8502673797,0.3262032086,0.0026936666
0.0044691650,0.0009826498,0.8502673797,0.3262032086,0.0026567095
0.0033171674,0.0011417542,0.8502673797,0.3262032086,0.0024671837
2.2836014380,0.0000007143,0.9251336898,0.2513368984,0.0016191513
1.5980791344,0.0000009451,0.9251336898,0.2513368984,0.0015579773
1.2822520143,0.0000010437,0.9251336898,0.2513368984,0.0014665481
1.1569468814,0.0000015708,0.9251336898,0.2513368984,0.0017090090
0.7870217773,0.0000017701,0.9251336898,0.2513368984,0.0014963303
0.6444518741,0.0000022784,0.9251336898,0.2513368984,0.0015361916
0.4897108284,0.0000029382,0.9251336898,0.2513368984,0.0015207023
0.4087423829,0.0000036845,0.9251336898,0.2513368984,0.0015557755
0.3232803727,0.0000050911,0.9251336898,0.2513368984,0.0016263948
0.2395029173,0.0000061034,0.9251336898,0.2513368984,0.0015327534
0.1984135655,0.0000071156,0.9251336898,0.2513368984,0.0015063415
0.1433898384,0.0000093246,0.9251336898,0.2513368984,0.0014659018
0.1173565381,0.0000122657,0.9251336898,0.2513368984,0.0015210103
0.1032688611,0.0000165310,0.9251336898,0.2513368984,0.0016564040
0.0804353569,0.0000217542,0.9251336898,0.2513368984,0.0016769762
0.0648385265,0.0000263422,0.9251336898,0.2513368984,0.0016568154
0.0393237960,0.0000287431,0.9251336898,0.2513368984,0.0013478027
0.0400584315,0.0000444100,0.9251336898,0.2513368984,0.0016909033
0.0278518476,0.0000523735,0.9251336898,0.2513368984,0.0015311381
0.0216692408,0.0000617529,0.9251336898,0.2513368984,0.0014665003
0.0164441914,0.0000774755,0.9251336898,0.2513368984,0.0014309353
0.0155492174,0.0001096289,0.9251336898,0.2513368984,0.0016551916
0.0110431491,0.0001330842,0.9251336898,0.2513368984,0.0015368847
0.0101901115,0.0001967367,0.9251336898,0.2513368984,0.0017949964
0.0065083847,0.0002166758,0.9251336898,0.2513368984,0.0015054743
0.0052084123,0.0002899988,0.9251336898,0.2513368984,0.0015580531
0.0041164340,0.0003491019,0.9251336898,0.2513368984,0.0015197361
0.0036566114,0.0004515364,0.9251336898,0.2513368984,0.0016289858
0.0026487855,0.0005320596,0.9251336898,0.2513368984,0.0015049949
0.0019481061,0.0006963916,0.9251336898,0.2513368984,0.0014766057
2.3178418479,0.0000007210,0.9251336898,0.2513368984,0.0016388787
1.7333889910,0.0000008406,0.9251336898,0.2513368984,0.0015302541
1.2593769773,0.0000010821,0.9251336898,0.2513368984,0.0014799347
1.1199932765,0.0000014813,0.9251336898,0.2513368984,0.0016328871
0.7788018420,0.0000018050,0.9251336898,0.2513368984,0.0015030887
0.6882714334,0.0000026055,0.9251336898,0.2513368984,0.0016976725
0.5319372480,0.0000029085,0.9251336898,0.2513368984,0.0015768699
0.3902371733,0.0000041779,0.9251336898,0.2513368984,0.0016187293
0.3056043073,0.0000049133,0.9251336898,0.2513368984,0.0015534502
0.2701968783,0.0000063504,0.9251336898,0.2513368984,0.0016606285
0.1919276119,0.0000079247,0.9251336898,0.2513368984,0.0015634777
0.1436493254,0.0000089307,0.9251336898,0.2513368984,0.0014359061
0.1171006955,0.0000121682,0.9251336898,0.2513368984,0.0015132973
0.0996225679,0.0000163841,0.9251336898,0.2513368984,0.0016196517
0.0764656333,0.0000214403,0.9251336898,0.2513368984,0.0016232299
0.0590120126,0.0000290400,0.9251336898,0.2513368984,0.0016595855
0.0460781879,0.0000304961,0.9251336898,0.2513368984,0.0015028010
0.0333663074,0.0000427623,0.9251336898,0.2513368984,0.0015143147
0.0318449953,0.0000570000,0.9251336898,0.2513368984,0.0017080058
0.0217553586,0.0000696856,0.9251336898,0.2513368984,0.0015609402
0.0165569469,0.0000781738,0.9251336898,0.2513368984,0.0014422888
0.0143906687,0.0001021138,0.9251336898,0.2513368984,0.0015367890
0.0110603687,0.0001334110,0.9251336898,0.2513368984,0.0015399696
0.0098375965,0.0001928962,0.9251336898,0.2513368984,0.0017463761
0.0069896826,0.0002248639,0.9251336898,0.2513368984,0.0015893520
0.0054524740,0.0002747264,0.9251336898,0.2513368984,0.0015515955
0.0039747360,0.0003472096,0.9251336898,0.2513368984,0.0014892976
0.0032455452,0.0004207922,0.9251336898,0.2513368984,0.0014815256
0.0027005044,0.0005710369,0.9251336898,0.2513368984,0.0015742947
0.0021905749,0.0007841331,0.9251336898,0.2513368984,0.0016615195
1.2693860867,0.0000004474,1.0000000000,0.1764705882,0.0009554037
0.9087508855,0.0000005452,1.0000000000,0.1764705882,0.0008923674
0.6624834943,0.0000005950,1.0000000000,0.1764705882,0.0007959579
0.5749585175,0.0000008289,1.0000000000,0.1764705882,0.0008752013
0.4706133316,0.0000009685,1.0000000000,0.1764705882,0.0008558791
0.3285465285,0.0000012761,1.0000000000,0.1764705882,0.0008208553
0.2790137192,0.0000017805,1.0000000000,0.1764705882,0.0008935422
0.2230350440,0.0000020919,1.0000000000,0.1764705882,0.0008659436
0.1595489611,0.0000025677,1.0000000000,0.1764705882,0.0008114231
0.1249956602,0.0000034833,1.0000000000,0.1764705882,0.0008365124
0.1186015115,0.0000044974,1.0000000000,0.1764705882,0.0009258837
0.0896435265,0.0000060092,1.0000000000,0.1764705882,0.0009304598
0.0668409435,0.0000073266,1.0000000000,0.1764705882,0.0008871642
0.0541206467,0.0000083101,1.0000000000,0.1764705882,0.0008501880
0.0417377896,0.0000112745,1.0000000000,0.1764705882,0.0008696509
0.0371050526,0.0000141005,1.0000000000,0.1764705882,0.0009169930
0.0266531579,0.0000204667,1.0000000000,0.1764705882,0.0009363324
0.0216657764,0.0000227163,1.0000000000,0.1764705882,0.0008893806
0.0187924340,0.0000296862,1.0000000000,0.1764705882,0.0009468919
0.0138134265,0.0000355331,1.0000000000,0.1764705882,0.0008881750
0.0103643077,0.0000517143,1.0000000000,0.1764705882,0.0009281263
0.0073071901,0.0000558967,1.0000000000,0.1764705882,0.0008102144
0.0061833741,0.0000741581,1.0000000000,0.1764705882,0.0008584670
0.0051159728,0.0001016232,1.0000000000,0.1764705882,0.0009140966
0.0042293172,0.0001376842,1.0000000000,0.1764705882,0.0009674059
0.0029397993,0.0001540999,1.0000000000,0.1764705882,0.0008532799
0.0022586828,0.0002020619,1.0000000000,0.1764705882,0.0008564487
0.0018998741,0.0002524189,1.0000000000,0.1764705882,0.0008779198
0.0016252166,0.0002979229,1.0000000000,0.1764705882,0.0008821431
0.0011567698,0.0003986893,1.0000000000,0.1764705882,0.0008609387
1.1248331889,0.0000003778,1.0000000000,0.1764705882,0.0008264213
1.0093609187,0.0000005533,1.0000000000,0.1764705882,0.0009473782
0.7229589192,0.0000006283,1.0000000000,0.1764705882,0.0008543873
0.6542050648,0.0000008921,1.0000000000,0.1764705882,0.0009684895
0.4966097082,0.0000010426,1.0000000000,0.1764705882,0.0009122319
0.3947053731,0.0000014572,1.0000000000,0.1764705882,0.0009614356
0.2711179690,0.0000017320,1.0000000000,0.1764705882,0.0008687332
0.2509911314,0.0000021758,1.0000000000,0.1764705882,0.0009368433
0.1591420506,0.0000026595,1.0000000000,0.1764705882,0.0008247493
0.1300388974,0.0000033528,1.0000000000,0.1764705882,0.0008370887
0.1029859694,0.0000039027,1.0000000000,0.1764705882,0.0008037152
0.0846765187,0.0000057251,1.0000000000,0.1764705882,0.0008826792
0.0717132928,0.0000076048,1.0000000000,0.1764705882,0.0009362157
0.0538230285,0.0000092873,1.0000000000,0.1764705882,0.0008963164
0.0389588121,0.0000108775,1.0000000000,0.1764705882,0.0008252736
0.0312071654,0.0000133860,1.0000000000,0.1764705882,0.0008193767
0.0266840469,0.0000174982,1.0000000000,0.1764705882,0.0008662704
0.0220748701,0.0000262214,1.0000000000,0.1764705882,0.0009645133
0.0168841451,0.0000283913,1.0000000000,0.1764705882,0.0008777351
0.0131365755,0.0000378020,1.0000000000,0.1764705882,0.0008933666
0.0100676758,0.0000485157,1.0000000000,0.1764705882,0.0008860068
0.0083245828,0.0000588617,1.0000000000,0.1764705882,0.0008874202
0.0059286906,0.0000754710,1.0000000000,0.1764705882,0.0008480101
0.0045856778,0.0001003266,1.0000000000,0.1764705882,0.0008598868
0.0040134747,0.0001208833,1.0000000000,0.1764705882,0.0008830289
0.0028776779,0.0001427543,1.0000000000,0.1764705882,0.0008125446
0.0026116408,0.0002115376,1.0000000000,0.1764705882,0.0009422845
0.0017380705,0.0002560360,1.0000000000,0.1764705882,0.0008456988
0.0014659006,0.0003255688,1.0000000000,0.1764705882,0.0008758004
0.0012456431,0.0004291770,1.0000000000,0.1764705882,0.0009269291
